school,school_short,name,position,weight,height,year,hometown,state,conference,county_code,state_code
Abilene Christian Wildcats,Abilene Christian,Rafael Farley,G,77,195,JR,"Houston, TX",TX,Southland,48201,48
Houston Baptist Huskies,Houston Baptist,Rob Lewis,G,72,180,SO,"Houston, TX",TX,Southland,48201,48
Houston Baptist Huskies,Houston Baptist,Reveal Chukwujekwu,G,75,205,FR,"Houston, TX",TX,Southland,48201,48
Houston Baptist Huskies,Houston Baptist,Jacob Gonzalez,G,72,180,FR,"Pasadena, TX",TX,Southland,48201,48
Incarnate Word Cardinals,Incarnate Word,Mitchell Badillo,G,70,165,SO,"Houston, TX",TX,Southland,48201,48
Incarnate Word Cardinals,Incarnate Word,Denzel Livingston,G,76,178,JR,"Houston, TX",TX,Southland,48201,48
McNeese State Cowboys,McNeese State,Austin Lewis,NA,80,215,SO,"Houston, TX",TX,Southland,48201,48
New Orleans Privateers,New Orleans,James Harrison,G,76,210,FR,"Houston, TX",TX,Southland,48201,48
Sam Houston State Bearkats,Sam Houston,Marquel McKinney,G,75,215,JR,"Houston, TX",TX,Southland,48201,48
Sam Houston State Bearkats,Sam Houston,Demarcus Gatlin,G,76,200,SR,"Houston, TX",TX,Southland,48201,48
Sam Houston State Bearkats,Sam Houston,Kyle McLeroy,G,73,195,SO,"Cypress, TX",TX,Southland,48201,48
Stephen F. Austin Lumberjacks,SF Austin,Patrick Costello,F,80,205,FR,"Houston, TX",TX,Southland,48201,48
Stephen F. Austin Lumberjacks,SF Austin,Thomas Walkup,G,76,195,SO,"Pasadena, TX",TX,Southland,48201,48
Texas A&M-CC Islanders,Texas A&M-CC,John Jordan,G,70,180,JR,"Houston, TX",TX,Southland,48201,48
Texas A&M-CC Islanders,Texas A&M-CC,Jeff Beverly,F,78,245,FR,"Houston, TX",TX,Southland,48201,48
Arkansas-Pine Bluff Golden Lions,AR-Pine Bluff,David Tillman,C,82,215,FR,"Houston, TX",TX,SWAC,48201,48
Prairie View A&M Panthers,PV A&M,Patrick Agho,F,80,205,SR,"Houston, TX",TX,SWAC,48201,48
Prairie View A&M Panthers,PV A&M,Andre Adams,G,80,180,JR,"Cypress, TX",TX,SWAC,48201,48
Texas Southern Tigers,Texas Southern,Ray Penn Jr.,G,69,160,SR,"Houston, TX",TX,SWAC,48201,48
Western Illinois Leathernecks,W Illinois,Jason Hawthorne,G,72,170,SO,"Houston, TX",TX,Summit League,48201,48
Louisiana-Lafayette Ragin' Cajuns,LA-Lafayette,Kasey Shepherd,G,75,178,SO,"Houston, TX",TX,Sun Belt,48201,48
Louisiana-Lafayette Ragin' Cajuns,LA-Lafayette,Kevin Brown,G,73,200,JR,"Houston, TX",TX,Sun Belt,48201,48
Louisiana-Lafayette Ragin' Cajuns,LA-Lafayette,Bryant Mbamalu,G,74,194,SR,"Houston, TX",TX,Sun Belt,48201,48
Louisiana-Monroe Warhawks,UL Monroe,Amos Olatayo,G,76,200,SR,"Alief, TX",TX,Sun Belt,48201,48
Louisiana-Monroe Warhawks,UL Monroe,Evan Sims,F,80,235,JR,"Houston, TX",TX,Sun Belt,48201,48
South Alabama Jaguars,South Alabama,Augustine Rubit,F,79,230,SR,"Houston, TX",TX,Sun Belt,48201,48
Texas State Bobcats,Texas State,Kavin Gilder-Tilbury,F,79,210,FR,"Houston, TX",TX,Sun Belt,48201,48
Texas State Bobcats,Texas State,Gordon Ball,F,80,240,SR,"Houston, TX",TX,Sun Belt,48201,48
Texas State Bobcats,Texas State,Kendall Ramlal,F,79,217,FR,"Houston, TX",TX,Sun Belt,48201,48
Texas-Arlington Mavericks,TX-Arlington,Jamel Outler,G,74,183,JR,"Houston, TX",TX,Sun Belt,48201,48
Texas-Arlington Mavericks,TX-Arlington,Brandon Williams,F,82,200,FR,"Houston, TX",TX,Sun Belt,48201,48
Pacific Tigers,Pacific,Trevin Harris,F,77,215,SR,"Kingwood, TX",TX,West Coast,48201,48
San Diego Toreros,San Diego,Mike Davis,G,74,200,SR,"Houston, TX",TX,West Coast,48201,48
Grand Canyon Antelopes,Grand Canyon,Justin Foreman,G,78,192,JR,"Houston, TX",TX,WAC,48201,48
Texas-Pan American Broncs,TX-Pan American,Josh Cleveland,F,78,225,SR,"Houston, TX",TX,WAC,48201,48
Grand Canyon Antelopes,Grand Canyon,Daniel Alexander,F,81,217,JR,"Dripping Springs, TX",TX,WAC,48209,48
Colorado State Rams,Colorado State,J.J. Avila,F,79,246,JR,"Mcallen, TX",TX,Mountain West,48215,48
Texas-Pan American Broncs,TX-Pan American,Moe McDonald,G,76,0,FR,"Mcallen, TX",TX,WAC,48215,48
Texas Tech Red Raiders,Texas Tech,Luke Adams,G,69,170,JR,"Big Spring, TX",TX,Big 12,48227,48
UAB Blazers,UAB,Thaddeus Rideau,G,76,168,JR,"Port Arthur, TX",TX,Conference USA,48245,48
Missouri State Bears,Missouri State,Jarmar Gulley,F,77,218,SR,"Beaumont, TX",TX,Missouri Valley,48245,48
Texas-Arlington Mavericks,TX-Arlington,Shaquille White-Miller,G,69,176,SR,"Port Arthur, TX",TX,Sun Belt,48245,48
Lafayette Leopards,Lafayette,Michael Hoffman,F,79,182,FR,"Burleson, TX",TX,Patriot League,48251,48
Houston Cougars,Houston,Jherrod Stiggers,G,77,210,SO,"Terrell, TX",TX,American,48257,48
Abilene Christian Wildcats,Abilene Christian,Parker Wentz,G,69,160,SO,"Lubbock, TX",TX,Southland,48303,48
Abilene Christian Wildcats,Abilene Christian,Riley Payne,F,77,200,FR,"Idalou, TX",TX,Southland,48303,48
Texas-Arlington Mavericks,TX-Arlington,Luke Davis,G,73,154,SO,"Lubbock, TX",TX,Sun Belt,48303,48
Tulane Green Wave,Tulane,Kevin Thomas,F,81,225,SR,"Waco, TX",TX,Conference USA,48309,48
Tulane Green Wave,Tulane,Jay Hook,G,75,178,JR,"Waco, TX",TX,Conference USA,48309,48
Southern University Jaguars,Southern,Malcolm Miller,G,78,200,SR,"Midland, TX",TX,SWAC,48329,48
Hartford Hawks,Hartford,Wes Cole,G,72,165,JR,"The Woodlands, TX",TX,America East,48339,48
Liberty Flames,Liberty,Ryan Kemrite,G-F,76,200,FR,"Conroe, TX",TX,Big South,48339,48
Cornell Big Red,Cornell,Desmond Fleming,G,71,180,FR,"The Woodlands, TX",TX,Ivy,48339,48
Air Force Falcons,Air Force,Chase Kammerer,F,79,245,SR,"Montgomery, TX",TX,Mountain West,48339,48
Navy Midshipmen,Navy,Payne Andrus,G,71,165,FR,"Willis, TX",TX,Patriot League,48339,48
Sam Houston State Bearkats,Sam Houston,Mitch McCormick,G,73,180,SO,"Montgomery, TX",TX,Southland,48339,48
Arkansas State Red Wolves,Arkansas State,Kirk Van Slyke,F,82,228,SR,"The Woodlands, TX",TX,Sun Belt,48339,48
Stephen F. Austin Lumberjacks,SF Austin,Reed Westbrook,G,73,170,FR,"Douglass, TX",TX,Southland,48347,48
Texas A&M-CC Islanders,Texas A&M-CC,Marcus Ellison,G,73,165,FR,"Corpus Christi, TX",TX,Southland,48355,48
McNeese State Cowboys,McNeese State,Jordan Wells,F,79,250,SO,"Orange, TX",TX,Southland,48361,48
Oklahoma State Cowboys,Oklahoma State,Michael Cobbins,NA,80,230,JR,"Amarillo, TX",TX,Big 12,48375,48
Southeastern Louisiana Lions,SE Louisiana,Devonte Upson,F-C,81,205,JR,"Amarillo, TX",TX,Southland,48375,48
Alabama A&M Bulldogs,Alabama A&M,Green Hill,G,70,175,SR,"Aransas Pass, TX",TX,SWAC,48409,48
Texas State Bobcats,Texas State,Nate Velasco,G,73,170,JR,"Portland, TX",TX,Sun Belt,48409,48
Louisiana Tech Bulldogs,Louisiana Tech,Jaron Johnson,G,78,205,SR,"Tyler, TX",TX,Conference USA,48423,48
Rutgers Scarlet Knights,Rutgers,D'Von Campbell,G,71,178,JR,"Arlington, TX",TX,American,48439,48
Southern Methodist Mustangs,SMU,Cannen Cunningham,C,82,225,JR,"Arlington, TX",TX,American,48439,48
Southern Methodist Mustangs,SMU,Jean-Micheal Mudiay,G,75,200,JR,"Arlington, TX",TX,American,48439,48
Dayton Flyers,Dayton,William DuPuy,G,68,157,FR,"Grapevine, TX",TX,Atlantic 10,48439,48
Wake Forest Demon Deacons,Wake Forest,Daniel Green,F,82,230,SO,"Colleyville, TX",TX,ACC,48439,48
Baylor Bears,Baylor,Chad Rykhoek,F-C,83,230,FR,"Fort Worth, TX",TX,Big 12,48439,48
Baylor Bears,Baylor,Isaiah Austin,C,85,225,SO,"Arlington, TX",TX,Big 12,48439,48
Kansas Jayhawks,Kansas,Justin Wesley,F,81,220,SR,"Fort Worth, TX",TX,Big 12,48439,48
Oklahoma Sooners,Oklahoma,Je'lon Hornbeak,G,76,184,SO,"Arlington, TX",TX,Big 12,48439,48
Oklahoma State Cowboys,Oklahoma State,Leyton Hammonds,G-F,79,205,FR,"North Richland Hills, TX",TX,Big 12,48439,48
TCU Horned Frogs,TCU,Kyan Anderson,G,71,175,JR,"Fort Worth, TX",TX,Big 12,48439,48
TCU Horned Frogs,TCU,Brandon Parrish,F,78,185,FR,"Arlington, TX",TX,Big 12,48439,48
TCU Horned Frogs,TCU,Thomas Montigel,G,74,195,SR,"Fort Worth, TX",TX,Big 12,48439,48
TCU Horned Frogs,TCU,Charles Hill Jr.,G,74,185,SO,"Fort Worth, TX",TX,Big 12,48439,48
Texas Tech Red Raiders,Texas Tech,Jordan Tolbert,F,79,225,JR,"Fort Worth, TX",TX,Big 12,48439,48
St. John's Red Storm,St. John's,Christian Jones,F,79,225,SO,"Arlington, TX",TX,Big East,48439,48
Weber State Wildcats,Weber State,Jeremy Senglin,G,74,185,FR,"Arlington, TX",TX,Big Sky,48439,48
Weber State Wildcats,Weber State,Joel Bolomboy,NA,81,225,SO,"Fort Worth, TX",TX,Big Sky,48439,48
Minnesota Golden Gophers,Minnesota,Charles Buggs,F,81,210,FR,"Arlington, TX",TX,Big Ten,48439,48
North Texas Mean Green,North Texas,Greg Wesley,G,79,190,FR,"Arlington, TX",TX,Conference USA,48439,48
Old Dominion Monarchs,Old Dominion,Joe Ebondo,F,79,215,JR,"Euless, TX",TX,Conference USA,48439,48
UTSA Roadrunners,UTSA,James Williams,G,76,190,SO,"Arlington, TX",TX,Conference USA,48439,48
Delaware State Hornets,Delaware State,Ashwell Boyd,G,76,180,SO,"Arlington, TX",TX,MEAC,48439,48
Mount St. Mary's Mountaineers,Mount St Mary's,Aaron Brown,F,78,225,JR,"Fort Worth, TX",TX,Northeast,48439,48
LSU Tigers,LSU,Jordan Mickey,F,80,220,FR,"Arlington, TX",TX,SEC,48439,48
Ole Miss Rebels,Ole Miss,Marshall Henderson,G,74,177,SR,"Hurst, TX",TX,SEC,48439,48
Citadel Bulldogs,The Citadel,Warren Sledge,G,75,180,FR,"Keller, TX",TX,Southern,48439,48
Citadel Bulldogs,The Citadel,Nate Bowser,F-C,81,210,FR,"Fort Worth, TX",TX,Southern,48439,48
Abilene Christian Wildcats,Abilene Christian,Julian Edmonson,G,73,195,JR,"Fort Worth, TX",TX,Southland,48439,48
Abilene Christian Wildcats,Abilene Christian,James Pegues,F,78,220,SO,"Arlington, TX",TX,Southland,48439,48
Abilene Christian Wildcats,Abilene Christian,Jaris Tinklenberg,G,70,150,FR,"Pantego, TX",TX,Southland,48439,48
Southeastern Louisiana Lions,SE Louisiana,Andrew Guillory,G,75,200,JR,"Fort Worth, TX",TX,Southland,48439,48
Texas A&M-CC Islanders,Texas A&M-CC,Brandon Pye,G,72,175,SO,"Mansfield, TX",TX,Southland,48439,48
Prairie View A&M Panthers,PV A&M,Louis Munks,G,75,200,SR,"Arlington, TX",TX,SWAC,48439,48
Arkansas State Red Wolves,Arkansas State,Kelvin Downs,F,81,221,SO,"Arlington, TX",TX,Sun Belt,48439,48
Louisiana-Monroe Warhawks,UL Monroe,R.J. McCray,G,74,190,SR,"Arlington, TX",TX,Sun Belt,48439,48
Texas State Bobcats,Texas State,Wesley Davis,G,75,185,JR,"Arlington, TX",TX,Sun Belt,48439,48
Texas-Arlington Mavericks,TX-Arlington,Drew Charles,G,74,193,SO,"Azle, TX",TX,Sun Belt,48439,48
Texas-Arlington Mavericks,TX-Arlington,Kyle McElvain,G,74,191,SR,"Arlington, TX",TX,Sun Belt,48439,48
Texas-Arlington Mavericks,TX-Arlington,Brandon Edwards,F,78,224,SR,"Fort Worth, TX",TX,Sun Belt,48439,48
Grand Canyon Antelopes,Grand Canyon,Jake Zuilhof,F-C,81,220,SO,"Azle, TX",TX,WAC,48439,48
Hartford Hawks,Hartford,Yolonzo Moore II,G,74,175,JR,"Austin, TX",TX,America East,48453,48
Texas Tech Red Raiders,Texas Tech,Patrick Strake,F,78,235,FR,"Austin, TX",TX,Big 12,48453,48
Northeastern Huskies,Northeastern,T.J. Williams,G,75,190,FR,"Pflugerville, TX",TX,Colonial,48453,48
UTSA Roadrunners,UTSA,Keith Benford,G,75,170,SR,"Pflugerville, TX",TX,Conference USA,48453,48
Coppin State Eagles,Coppin State,Charles Ieans,F,81,215,SR,"Pflugerville, TX",TX,MEAC,48453,48
Northern Iowa Panthers,Northern Iowa,Deon Mitchell,G,73,194,JR,"Pflugerville, TX",TX,Missouri Valley,48453,48
Air Force Falcons,Air Force,Hayden Graham,F,78,190,FR,"Austin, TX",TX,Mountain West,48453,48
Army Black Knights,Army,Jalen Harris,G,70,150,JR,"Pflugerville, TX",TX,Patriot League,48453,48
Auburn Tigers,Auburn,Malcolm Canada,G,75,224,JR,"Austin, TX",TX,SEC,48453,48
Abilene Christian Wildcats,Abilene Christian,LaDarrien Williams,G,70,190,JR,"Austin, TX",TX,Southland,48453,48
Sam Houston State Bearkats,Sam Houston,Paul Baxter,G,73,180,SO,"Austin, TX",TX,Southland,48453,48
Texas A&M-CC Islanders,Texas A&M-CC,Jake Kocher,G,75,180,SO,"Austin, TX",TX,Southland,48453,48
Prairie View A&M Panthers,PV A&M,Karim York,F,80,225,SO,"Austin, TX",TX,SWAC,48453,48
Arkansas-Little Rock Trojans,AR-Little Rock,Mareik Isom,G-F,79,208,FR,"Austin, TX",TX,Sun Belt,48453,48
Arkansas-Little Rock Trojans,AR-Little Rock,Gus Leeper,F,82,237,JR,"Austin, TX",TX,Sun Belt,48453,48
San Francisco Dons,San Francisco,Cody Doolin,G,74,183,SR,"Austin, TX",TX,West Coast,48453,48
Kansas State Wildcats,Kansas State,Marcus Foster,G,74,200,FR,"Wichita Falls, TX",TX,Big 12,48485,48
Oklahoma State Cowboys,Oklahoma State,Christien Sager,G-F,76,205,JR,"Wichita Falls, TX",TX,Big 12,48485,48
Old Dominion Monarchs,Old Dominion,Richard Ross,F,78,225,JR,"Wichita Falls, TX",TX,Conference USA,48485,48
Hartford Hawks,Hartford,Mark Nwakamma,F,78,235,JR,"Leander, TX",TX,America East,48491,48
New Hampshire Wildcats,New Hampshire,Daniel Dion,G,72,170,FR,"Cedar Park, TX",TX,America East,48491,48
Memphis Tigers,Memphis,Dominic Woodson,F,82,300,FR,"Round Rock, TX",TX,American,48491,48
Princeton Tigers,Princeton,Chris Clement,G,74,190,SR,"Round Rock, TX",TX,Ivy,48491,48
Drake Bulldogs,Drake,Blake Danielak,F,79,190,FR,"Georgetown, TX",TX,Missouri Valley,48491,48
Army Black Knights,Army,Dylan Cox,G,76,185,SO,"Cedar Park, TX",TX,Patriot League,48491,48
Texas-Arlington Mavericks,TX-Arlington,Lonnie McClanahan,G,73,175,JR,"Oak Ridge, TN",TN,Sun Belt,47001,47
Wichita State Shockers,Wichita State,D. J. Bowles,G,74,175,FR,"Cleveland, TN",TN,Missouri Valley,47011,47
Wichita State Shockers,Wichita State,D.J. Bowles,G,74,175,FR,"Cleveland, TN",TN,Missouri Valley,47011,47
Austin Peay Governors,Austin Peay,Thomas Greer,G,77,180,JR,"Atwood, TN",TN,Ohio Valley,47017,47
Miami (FL) Hurricanes,Miami (FL),Corn Elder,G,70,173,FR,"Nashville, TN",TN,ACC,47037,47
East Tennessee State Buccaneers,East Tenn St,Hunter Harris,F,79,235,SR,"Nashville, TN",TN,Atlantic Sun,47037,47
Lipscomb Bisons,Lipscomb,Carter Sanderson,G,73,170,JR,"Nashville, TN",TN,Atlantic Sun,47037,47
Stetson Hatters,Stetson,Hunter Miller,G,74,180,SR,"Nashville, TN",TN,Atlantic Sun,47037,47
Middle Tennessee Blue Raiders,Middle Tennessee,Tavarres Jefferson,G,69,206,SR,"Nashville, TN",TN,Conference USA,47037,47
Columbia Lions,Columbia,Meiko Lyles,G,75,190,JR,"Nashville, TN",TN,Ivy,47037,47
Northern Illinois Huskies,N Illinois,Antone Christian,G,74,205,SR,"Nashville, TN",TN,Mid-American,47037,47
Evansville Aces,Evansville,David Howard,F-C,80,245,FR,"Nashville, TN",TN,Missouri Valley,47037,47
Belmont Bruins,Belmont,Holden Mobley,G-F,75,205,JR,"Nashville, TN",TN,Ohio Valley,47037,47
Belmont Bruins,Belmont,Reece Chamberlain,G,73,180,JR,"Goodlettsville, TN",TN,Ohio Valley,47037,47
Belmont Bruins,Belmont,Josh Lester,F,77,220,FR,"Antioch, TN",TN,Ohio Valley,47037,47
Tennessee State Tigers,Tennessee St,Jamonte Graham,G,73,200,FR,"Nashville, TN",TN,Ohio Valley,47037,47
Tennessee State Tigers,Tennessee St,Jaleel Queary,G,74,200,JR,"Nashville, TN",TN,Ohio Valley,47037,47
Chattanooga Mocs,Chattanooga,Z. Mason,F,78,235,SR,"Nashville, TN",TN,Southern,47037,47
Pepperdine Waves,Pepperdine,Jonathan Allen,G,74,185,FR,"Nashville, TN",TN,West Coast,47037,47
Virginia Commonwealth Rams,VCU,JeQuan Lewis,G,73,175,FR,"Dickson, TN",TN,Atlantic 10,47043,47
Tennessee Volunteers,Tennessee,Robert Hubbs III,G,78,206,FR,"Newbern, TN",TN,SEC,47045,47
Davidson Wildcats,Davidson,Will Thoni,F,75,215,SR,"Sewanee, TN",TN,Southern,47051,47
Vermont Catamounts,Vermont,Luke Apfeld,F,79,215,SR,"Chattanooga, TN",TN,America East,47065,47
Middle Tennessee Blue Raiders,Middle Tennessee,Reggie Upshaw Jr.,F,79,222,FR,"Chattanooga, TN",TN,Conference USA,47065,47
Middle Tennessee Blue Raiders,Middle Tennessee,Gavin Gibson,G,76,200,SO,"Chattanooga, TN",TN,Conference USA,47065,47
Middle Tennessee Blue Raiders,Middle Tennessee,Zane Gibson,G,74,183,SR,"Chattanooga, TN",TN,Conference USA,47065,47
Southeast Missouri State Redhawks,SE Missouri St,C.J. Reese,G,74,195,FR,"Chattanooga, TN",TN,Ohio Valley,47065,47
Southeast Missouri State Redhawks,SE Missouri St,Jamaal Calvin,G,73,181,FR,"Chattanooga, TN",TN,Ohio Valley,47065,47
Samford Bulldogs,Samford,Michael Bradley,C,82,250,JR,"Chattanooga, TN",TN,Southern,47065,47
East Tennessee State Buccaneers,East Tenn St,Lester Wilson,F,76,215,SO,"Knoxville, TN",TN,Atlantic Sun,47093,47
USC Upstate Spartans,USC Upstate,Ty Greene,G,75,185,JR,"Knoxville, TN",TN,Atlantic Sun,47093,47
Minnesota Golden Gophers,Minnesota,Deandre Mathieu,G,69,165,JR,"Knoxville, TN",TN,Big Ten,47093,47
Cornell Big Red,Cornell,Dwight Tarwater,F,78,230,SR,"Knoxville, TN",TN,Ivy,47093,47
Belmont Bruins,Belmont,Blake Jenkins,F,80,220,SR,"Knoxville, TN",TN,Ohio Valley,47093,47
Belmont Bruins,Belmont,Burton Sampson,G,76,195,FR,"Knoxville, TN",TN,Ohio Valley,47093,47
Tennessee Volunteers,Tennessee,Brandon Lopez,G,73,180,JR,"Knoxville, TN",TN,SEC,47093,47
Tennessee Volunteers,Tennessee,Galen Campbell,G,74,190,SO,"Knoxville, TN",TN,SEC,47093,47
Chattanooga Mocs,Chattanooga,Ronrico White,G,75,170,SO,"Knoxville, TN",TN,Southern,47093,47
Samford Bulldogs,Samford,Tyler Hood,F,78,210,JR,"Lenoir City, TN",TN,Southern,47105,47
Southeast Missouri State Redhawks,SE Missouri St,Caleb Woods,G-F,75,180,JR,"Selmer, TN",TN,Ohio Valley,47109,47
Richmond Spiders,Richmond,Kendall Anthony,G,68,140,JR,"Jackson, TN",TN,Atlantic 10,47113,47
East Tennessee State Buccaneers,East Tenn St,A.J. Merriweather,G,74,185,FR,"Jackson, TN",TN,Atlantic Sun,47113,47
Eastern Kentucky Colonels,E Kentucky,Tarius Johnson,G,77,187,SR,"Jackson, TN",TN,Ohio Valley,47113,47
Lehigh Mountain Hawks,Lehigh,John Ross Glover,G-F,76,195,SO,"Jackson, TN",TN,Patriot League,47113,47
Florida Gators,Florida,Casey Prather,F,78,212,SR,"Jackson, TN",TN,SEC,47113,47
Lamar Cardinals,Lamar,Keilan Blanks,G,68,156,SO,"Spring Hill, TN",TN,Southland,47119,47
Lipscomb Bisons,Lipscomb,Martin Smith,F,76,190,JR,"Clarksville, TN",TN,Atlantic Sun,47125,47
Lipscomb Bisons,Lipscomb,Malcolm Smith,F,77,210,JR,"Clarksville, TN",TN,Atlantic Sun,47125,47
Austin Peay Governors,Austin Peay,Zavion Williams,G,70,170,SO,"Clarksville, TN",TN,Ohio Valley,47125,47
Austin Peay Governors,Austin Peay,Jeremy Purvis,G,70,150,SR,"Clarksville, TN",TN,Ohio Valley,47125,47
Austin Peay Governors,Austin Peay,Damarius Smith,G,74,190,JR,"Clarksville, TN",TN,Ohio Valley,47125,47
Eastern Kentucky Colonels,E Kentucky,Monte Burney,G,73,185,JR,"Clarksville, TN",TN,Ohio Valley,47125,47
Army Black Knights,Army,Kyle Weldon,C,81,195,SO,"Clarksville, TN",TN,Patriot League,47125,47
Kentucky Wildcats,Kentucky,Alex Poythress,F,80,239,SO,"Clarksville, TN",TN,SEC,47125,47
Houston Baptist Huskies,Houston Baptist,Alex Fountain,F,79,200,FR,"Wartburg, TN",TN,Southland,47129,47
Tennessee Tech Golden Eagles,Tennessee Tech,Mason Ramsey,F,78,220,FR,"Livingston, TN",TN,Ohio Valley,47133,47
Tennessee Tech Golden Eagles,Tennessee Tech,Mitchell Hill,G,73,170,JR,"Cookeville, TN",TN,Ohio Valley,47141,47
North Carolina-Wilmington Seahawks,UNC-Wilmington,Cedrick Williams,F,81,225,JR,"Murfreesboro, TN",TN,Colonial,47149,47
Middle Tennessee Blue Raiders,Middle Tennessee,Kerry Hammonds II,G-F,77,210,SR,"Murfreesboro, TN",TN,Conference USA,47149,47
Tennessee Volunteers,Tennessee,Darius Thompson,G,77,181,FR,"Murfreesboro, TN",TN,SEC,47149,47
Louisville Cardinals,Louisville,Chris Jones,G,70,175,JR,"Memphis, TN",TN,American,47157,47
Memphis Tigers,Memphis,Joe Jackson,G,73,174,SR,"Memphis, TN",TN,American,47157,47
Memphis Tigers,Memphis,Chris Crawford,G,76,222,SR,"Memphis, TN",TN,American,47157,47
Memphis Tigers,Memphis,Austin Nichols,F,80,212,FR,"Collierville, TN",TN,American,47157,47
Memphis Tigers,Memphis,Nick King,G-F,79,220,FR,"Memphis, TN",TN,American,47157,47
Memphis Tigers,Memphis,Markel Crawford,G,76,187,FR,"Memphis, TN",TN,American,47157,47
Memphis Tigers,Memphis,Trey Draper,G,70,170,SR,"Memphis, TN",TN,American,47157,47
Memphis Tigers,Memphis,Anthony Cole,G,73,193,SO,"Arlington, TN",TN,American,47157,47
Memphis Tigers,Memphis,Jake McDowell,G-F,78,196,FR,"Memphis, TN",TN,American,47157,47
South Florida Bulls,South Florida,Martino Brock,G,77,205,SR,"Memphis, TN",TN,American,47157,47
Southern Methodist Mustangs,SMU,Jonathan Wilfong,G,74,185,FR,"Memphis, TN",TN,American,47157,47
George Mason Patriots,George Mason,Johnny Williams,F,80,260,SR,"Memphis, TN",TN,Atlantic 10,47157,47
Rhode Island Rams,Rhode Island,Matthew Butler,G,74,200,FR,"Memphis, TN",TN,Atlantic 10,47157,47
Richmond Spiders,Richmond,Josh Jones,G,76,185,FR,"Memphis, TN",TN,Atlantic 10,47157,47
North Carolina Tar Heels,North Carolina,Leslie McDonald,G,77,215,SR,"Memphis, TN",TN,ACC,47157,47
Jacksonville Dolphins,Jacksonville,Kordario Fleming,F,78,210,SO,"Memphis, TN",TN,Atlantic Sun,47157,47
Kennesaw State Owls,Kennesaw State,Nate Rucker,F,78,240,JR,"Memphis, TN",TN,Atlantic Sun,47157,47
Lipscomb Bisons,Lipscomb,Charles Smith,C,81,210,SO,"Memphis, TN",TN,Atlantic Sun,47157,47
Kansas Jayhawks,Kansas,Tarik Black,F,81,260,SR,"Memphis, TN",TN,Big 12,47157,47
Marquette Golden Eagles,Marquette,JaJuan Johnson,G,77,185,FR,"Memphis, TN",TN,Big East,47157,47
High Point Panthers,High Point,Adam Weary,G,75,205,SO,"Memphis, TN",TN,Big South,47157,47
Minnesota Golden Gophers,Minnesota,Andre Hollins,G,74,195,JR,"Memphis, TN",TN,Big Ten,47157,47
Minnesota Golden Gophers,Minnesota,Austin Hollins,G,76,190,SR,"Germantown, TN",TN,Big Ten,47157,47
Charleston Cougars,Charleston,Johnathan Burroughs-Cook,G,73,175,FR,"Memphis, TN",TN,Colonial,47157,47
Middle Tennessee Blue Raiders,Middle Tennessee,Blake Johnson,G,70,160,FR,"Memphis, TN",TN,Conference USA,47157,47
Middle Tennessee Blue Raiders,Middle Tennessee,Marcus Tarrance,G,78,210,JR,"Memphis, TN",TN,Conference USA,47157,47
Tulsa Golden Hurricane,Tulsa,Tim Peete,G,76,205,SR,"Memphis, TN",TN,Conference USA,47157,47
Kent State Golden Flashes,Kent State,Kris Brewer,G,75,185,JR,"Memphis, TN",TN,Mid-American,47157,47
Florida A&M Rattlers,Florida A&M,Walter Davis,G,77,190,SR,"Memphis, TN",TN,MEAC,47157,47
San Jose State Spartans,San Jose State,Brandon Mitchell,F,79,210,FR,"Memphis, TN",TN,Mountain West,47157,47
Jacksonville State Gamecocks,Jacksonville St,Darrius Moore,NA,80,252,SO,"Memphis, TN",TN,Ohio Valley,47157,47
Murray State Racers,Murray State,Cameron Payne,G,74,175,FR,"Bartlett, TN",TN,Ohio Valley,47157,47
Southeast Missouri State Redhawks,SE Missouri St,Nino Johnson,F,81,245,JR,"Memphis, TN",TN,Ohio Valley,47157,47
Southeast Missouri State Redhawks,SE Missouri St,A.J. Jones,G,76,200,SR,"Memphis, TN",TN,Ohio Valley,47157,47
Southeast Missouri State Redhawks,SE Missouri St,Antonius Cleveland,G,77,175,FR,"Memphis, TN",TN,Ohio Valley,47157,47
