school,current_conf,historic_conf,county,recruit_year
Bowling Green,mac,mac,0,2007
Boston College,acc,acc,0,2007
Boston College,acc,acc,0,2007
Boston College,acc,acc,0,2007
Boise State,mwc,wac,0,2007
Boise State,mwc,wac,0,2007
Baylor,big-12,big-12,0,2007
Baylor,big-12,big-12,0,2007
Baylor,big-12,big-12,0,2007
Baylor,big-12,big-12,0,2007
Baylor,big-12,big-12,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Auburn,sec,sec,0,2007
Arkansas,sec,sec,0,2007
Arkansas,sec,sec,0,2007
Arkansas,sec,sec,0,2007
Arkansas,sec,sec,0,2007
Arkansas,sec,sec,0,2007
Arizona State,pac-12,pac-12,0,2007
Arizona,pac-12,pac-12,0,2007
Arizona,pac-12,pac-12,0,2007
Arizona,pac-12,pac-12,0,2007
Arizona,pac-12,pac-12,0,2007
Arizona,pac-12,pac-12,0,2007
Alabama,sec,sec,0,2007
Alabama,sec,sec,0,2007
Akron,mac,mac,0,2007
Akron,mac,mac,0,2007
Akron,mac,mac,0,2007
Utah,pac-12,mwc,56025,2006
Wisconsin,big-ten,big-ten,55101,2006
Indiana,big-ten,big-ten,55079,2006
West Texas A&M,none,none,53071,2006
Idaho,sun-belt,wac,53053,2006
Washington,pac-12,pac-12,53035,2006
Southern California,pac-12,pac-12,53035,2006
Cornell,none,none,53035,2006
Michigan,big-ten,big-ten,51760,2006
Miami (FL),acc,acc,51760,2006
Clemson,acc,acc,51760,2006
Virginia Tech,acc,acc,51710,2006
Virginia,acc,acc,51680,2006
Virginia,acc,acc,51680,2006
Virginia,acc,acc,51680,2006
Wake Forest,acc,acc,51177,2006
Auburn,sec,sec,51153,2006
Alabama,sec,sec,51149,2006
Virginia Tech,acc,acc,51107,2006
Penn State,big-ten,big-ten,51107,2006
Miami (FL),acc,acc,48439,2006
Arizona State,pac-12,pac-12,48439,2006
Texas,big-12,big-12,48361,2006
Texas Christian,big-12,mwc,48355,2006
Baylor,big-12,big-12,48355,2006
Missouri,sec,big-12,48309,2006
Texas Tech,big-12,big-12,48303,2006
Texas A&M,sec,big-12,48245,2006
Oklahoma,big-12,big-12,48223,2006
Tulane,american,cusa,48201,2006
Texas,big-12,big-12,48201,2006
Mississippi,sec,sec,48201,2006
Memphis,american,cusa,48201,2006
Louisiana State,sec,sec,48201,2006
Louisiana State,sec,sec,48201,2006
Florida State,acc,acc,48201,2006
Boston College,acc,acc,48201,2006
Arizona,pac-12,pac-12,48201,2006
Texas,big-12,big-12,48183,2006
Oklahoma,big-12,big-12,48183,2006
Missouri,sec,big-12,48167,2006
Texas Christian,big-12,mwc,48157,2006
Texas A&M,sec,big-12,48123,2006
Texas Christian,big-12,mwc,48121,2006
Texas Christian,big-12,mwc,48121,2006
Southern California,pac-12,pac-12,48121,2006
Michigan,big-ten,big-ten,48121,2006
Florida,sec,sec,48121,2006
Baylor,big-12,big-12,48121,2006
UCLA,pac-12,pac-12,48113,2006
UCLA,pac-12,pac-12,48113,2006
Oklahoma,big-12,big-12,48113,2006
Texas,big-12,big-12,48091,2006
Rice,cusa,cusa,48091,2006
Texas A&M,sec,big-12,48049,2006
Oklahoma State,big-12,big-12,48039,2006
Texas,big-12,big-12,48027,2006
Southern Methodist,american,cusa,48015,2006
Troy,sun-belt,sun-belt,47189,2006
Tennessee,sec,sec,47157,2006
Tennessee,sec,sec,47157,2006
Mississippi,sec,sec,47157,2006
Mississippi,sec,sec,47157,2006
Mississippi,sec,sec,47157,2006
Mississippi,sec,sec,47157,2006
Memphis,american,cusa,47157,2006
Georgia Tech,acc,acc,47157,2006
Arkansas State,sun-belt,sun-belt,47113,2006
Citadel,none,none,45079,2006
Wisconsin,big-ten,big-ten,45055,2006
Appalachian State,sun-belt,none,45047,2006
Missouri,sec,big-12,45045,2006
Georgia,sec,sec,45045,2006
Florida,sec,sec,45035,2006
Florida State,acc,acc,45003,2006
Brown,none,none,44005,2006
Pittsburgh,acc,big-east,42121,2006
Syracuse,acc,big-east,42101,2006
Connecticut,american,big-east,42101,2006
Penn State,big-ten,big-ten,42071,2006
Georgia Tech,acc,acc,42071,2006
Virginia,acc,acc,42045,2006
Pittsburgh,acc,big-east,42043,2006
Penn State,big-ten,big-ten,42027,2006
Toledo,mac,mac,42003,2006
Penn State,big-ten,big-ten,42003,2006
Kentucky,sec,sec,42003,2006
Kentucky,sec,sec,42003,2006
Nebraska,big-ten,big-12,41067,2006
Kansas State,big-12,big-12,41067,2006
Oregon State,pac-12,pac-12,41039,2006
Oklahoma,big-12,big-12,40109,2006
Oklahoma,big-12,big-12,40109,2006
Florida,sec,sec,40109,2006
Southern Methodist,american,cusa,40031,2006
Baylor,big-12,big-12,40031,2006
Oklahoma,big-12,big-12,40019,2006
Florida,sec,sec,40019,2006
Ohio State,big-ten,big-ten,39113,2006
Ohio State,big-ten,big-ten,39113,2006
Notre Dame,acc,independent,39113,2006
Indiana State,none,none,39113,2006
Louisville,acc,big-east,39109,2006
Notre Dame,acc,independent,39099,2006
Texas A&M,sec,big-12,39061,2006
Kentucky,sec,sec,39061,2006
Cincinnati,american,big-east,39061,2006
Cincinnati,american,big-east,39061,2006
Boston College,acc,acc,39061,2006
Miami (OH),mac,mac,39049,2006
Cincinnati,american,big-east,39043,2006
Western Michigan,mac,mac,39035,2006
Ohio State,big-ten,big-ten,39035,2006
Indiana,big-ten,big-ten,39035,2006
Indiana,big-ten,big-ten,39035,2006
East Carolina,american,cusa,37195,2006
Miami (FL),acc,acc,37191,2006
North Carolina,acc,acc,37183,2006
Florida State,acc,acc,37147,2006
North Carolina,acc,acc,37125,2006
East Carolina,american,cusa,37119,2006
Duke,acc,acc,37119,2006
Arizona State,pac-12,pac-12,37081,2006
Tennessee,sec,sec,37049,2006
Baylor,big-12,big-12,37049,2006
Florida,sec,sec,37045,2006
East Carolina,american,cusa,37031,2006
San Diego State,mwc,mwc,37021,2006
Clemson,acc,acc,37021,2006
East Carolina,american,cusa,37013,2006
Virginia,acc,acc,36119,2006
Indiana,big-ten,big-ten,36119,2006
Georgia,sec,sec,36105,2006
Michigan State,big-ten,big-ten,36103,2006
Rutgers,big-ten,big-east,36087,2006
Buffalo,mac,mac,36063,2006
Penn State,big-ten,big-ten,36061,2006
Florida,sec,sec,36061,2006
Baylor,big-12,big-12,36059,2006
Syracuse,acc,big-east,36055,2006
Syracuse,acc,big-east,36029,2006
San Diego State,mwc,mwc,36029,2006
Arizona,pac-12,pac-12,36029,2006
Arizona,pac-12,pac-12,36029,2006
Massachusetts,mac,none,36001,2006
Maryland,big-ten,acc,35043,2006
Texas,big-12,big-12,35025,2006
Virginia Tech,acc,acc,34039,2006
Temple,american,independent,34039,2006
Massachusetts,mac,none,34031,2006
Wisconsin,big-ten,big-ten,34029,2006
Texas Tech,big-12,big-12,34029,2006
Rutgers,big-ten,big-east,34023,2006
Boise State,mwc,wac,34023,2006
Virginia,acc,acc,34017,2006
Massachusetts,mac,none,34007,2006
Maryland,big-ten,acc,34007,2006
Rutgers,big-ten,big-east,34005,2006
William & Mary,none,none,34003,2006
Stanford,pac-12,pac-12,34003,2006
Northwestern,big-ten,big-ten,34003,2006
Fresno State,mwc,wac,32031,2006
Utah,pac-12,mwc,32003,2006
Southern California,pac-12,pac-12,29510,2006
Missouri,sec,big-12,29155,2006
Missouri,sec,big-12,29095,2006
Mississippi State,sec,sec,28121,2006
Arkansas State,sun-belt,sun-belt,28081,2006
Minnesota,big-ten,big-ten,27171,2006
Minnesota,big-ten,big-ten,27145,2006
Iowa,big-ten,big-ten,27067,2006
Michigan State,big-ten,big-ten,26163,2006
Michigan,big-ten,big-ten,26163,2006
Michigan State,big-ten,big-ten,26145,2006
Central Michigan,mac,mac,26099,2006
Harvard,none,none,25017,2006
Ohio State,big-ten,big-ten,24510,2006
Penn State,big-ten,big-ten,24033,2006
Oklahoma,big-12,big-12,24033,2006
Florida,sec,sec,24033,2006
Buffalo,mac,mac,24003,2006
Wake Forest,acc,acc,22073,2006
Purdue,big-ten,big-ten,22071,2006
Mississippi,sec,sec,22071,2006
Louisiana-Monroe,sun-belt,sun-belt,22071,2006
Louisiana State,sec,sec,22071,2006
Louisiana State,sec,sec,22055,2006
Louisiana State,sec,sec,22055,2006
Louisiana State,sec,sec,22053,2006
Southern California,pac-12,pac-12,22051,2006
South Carolina,sec,sec,22051,2006
Troy,sun-belt,sun-belt,22033,2006
Louisiana State,sec,sec,22033,2006
Louisiana State,sec,sec,22033,2006
Tennessee,sec,sec,20209,2006
Kansas,big-12,big-12,20209,2006
Oklahoma,big-12,big-12,20107,2006
Kansas,big-12,big-12,20037,2006
Kansas,big-12,big-12,20005,2006
Iowa,big-ten,big-ten,19163,2006
Utah,pac-12,mwc,19061,2006
West Texas A&M,none,none,18133,2006
Purdue,big-ten,big-ten,18097,2006
Purdue,big-ten,big-ten,18089,2006
Iowa,big-ten,big-ten,18053,2006
Oregon State,pac-12,pac-12,17197,2006
Northwestern,big-ten,big-ten,17179,2006
Iowa,big-ten,big-ten,17163,2006
Illinois,big-ten,big-ten,17113,2006
Iowa,big-ten,big-ten,17097,2006
Iowa,big-ten,big-ten,17043,2006
Central Michigan,mac,mac,17043,2006
Notre Dame,acc,independent,17031,2006
Illinois,big-ten,big-ten,17031,2006
Syracuse,acc,big-east,15003,2006
Oregon State,pac-12,pac-12,15003,2006
Nevada,mwc,wac,15003,2006
Michigan,big-ten,big-ten,15003,2006
California,pac-12,pac-12,15003,2006
Arizona State,pac-12,pac-12,15003,2006
Arkansas,sec,sec,13245,2006
Kentucky,sec,sec,13215,2006
Georgia Tech,acc,acc,13175,2006
Troy,sun-belt,sun-belt,13121,2006
Tennessee,sec,sec,13121,2006
Louisiana State,sec,sec,13121,2006
Georgia,sec,sec,13121,2006
Georgia,sec,sec,13121,2006
Georgia Tech,acc,acc,13089,2006
Clemson,acc,acc,13089,2006
Ohio,mac,mac,13067,2006
Georgia Tech,acc,acc,13057,2006
Purdue,big-ten,big-ten,13049,2006
Alabama,sec,sec,13021,2006
Cincinnati,american,big-east,12127,2006
Clemson,acc,acc,12125,2006
Clemson,acc,acc,12125,2006
Miami (FL),acc,acc,12115,2006
Mississippi State,sec,sec,12111,2006
Florida Atlantic,cusa,sun-belt,12109,2006
Florida,sec,sec,12109,2006
Cincinnati,american,big-east,12109,2006
Alabama,sec,sec,12109,2006
Mississippi,sec,sec,12103,2006
West Virginia,big-12,big-east,12099,2006
West Virginia,big-12,big-east,12099,2006
Toledo,mac,mac,12099,2006
North Carolina State,acc,acc,12099,2006
Miami (FL),acc,acc,12099,2006
Florida State,acc,acc,12099,2006
Clemson,acc,acc,12099,2006
Vanderbilt,sec,sec,12095,2006
Miami (FL),acc,acc,12095,2006
Alabama,sec,sec,12095,2006
Rutgers,big-ten,big-east,12086,2006
North Carolina State,acc,acc,12086,2006
Miami (FL),acc,acc,12086,2006
Miami (FL),acc,acc,12086,2006
Miami (FL),acc,acc,12086,2006
Florida State,acc,acc,12086,2006
Central Michigan,mac,mac,12086,2006
Oregon,pac-12,pac-12,12079,2006
South Florida,american,big-east,12071,2006
Michigan State,big-ten,big-ten,12071,2006
Alabama,sec,sec,12071,2006
Louisiana State,sec,sec,12057,2006
Georgia Southern,sun-belt,none,12057,2006
Florida Atlantic,cusa,sun-belt,12057,2006
Alabama,sec,sec,12057,2006
South Florida,american,big-east,12033,2006
Miami (FL),acc,acc,12021,2006
South Florida,american,big-east,12011,2006
Kansas State,big-12,big-12,12011,2006
Georgia,sec,sec,12011,2006
Georgia,sec,sec,12011,2006
Florida,sec,sec,12011,2006
Auburn,sec,sec,12011,2006
Temple,american,independent,11001,2006
Maryland,big-ten,acc,11001,2006
Maryland,big-ten,acc,11001,2006
Pittsburgh,acc,big-east,10005,2006
Minnesota,big-ten,big-ten,9009,2006
Maryland,big-ten,acc,9009,2006
Iowa,big-ten,big-ten,9007,2006
Florida,sec,sec,9003,2006
Temple,american,independent,9001,2006
Colorado,pac-12,big-12,8041,2006
Southern California,pac-12,pac-12,6111,2006
Notre Dame,acc,independent,6111,2006
Illinois,big-ten,big-ten,6107,2006
Utah,pac-12,mwc,6097,2006
California,pac-12,pac-12,6095,2006
Fresno State,mwc,wac,6085,2006
Arizona State,pac-12,pac-12,6085,2006
Texas,big-12,big-12,6081,2006
Oregon,pac-12,pac-12,6081,2006
Brigham Young,independent,mwc,6081,2006
Arizona State,pac-12,pac-12,6081,2006
Hawaii,mwc,wac,6077,2006
Oregon State,pac-12,pac-12,6073,2006
Oregon State,pac-12,pac-12,6073,2006
Michigan State,big-ten,big-ten,6073,2006
Arizona State,pac-12,pac-12,6073,2006
Southern California,pac-12,pac-12,6071,2006
Kentucky,sec,sec,6071,2006
Washington,pac-12,pac-12,6067,2006
Fresno State,mwc,wac,6067,2006
California,pac-12,pac-12,6067,2006
Stanford,pac-12,pac-12,6065,2006
Fresno State,mwc,wac,6065,2006
UCLA,pac-12,pac-12,6059,2006
Oregon State,pac-12,pac-12,6059,2006
Colorado State,mwc,mwc,6059,2006
California,pac-12,pac-12,6059,2006
UCLA,pac-12,pac-12,6037,2006
UCLA,pac-12,pac-12,6037,2006
UCLA,pac-12,pac-12,6037,2006
Texas,big-12,big-12,6037,2006
Stanford,pac-12,pac-12,6037,2006
Southern California,pac-12,pac-12,6037,2006
San Jose State,mwc,wac,6037,2006
Oregon,pac-12,pac-12,6037,2006
Oregon,pac-12,pac-12,6037,2006
Oregon,pac-12,pac-12,6037,2006
Nevada,mwc,wac,6037,2006
Nevada,mwc,wac,6037,2006
Fresno State,mwc,wac,6037,2006
Fresno State,mwc,wac,6037,2006
Colorado State,mwc,mwc,6037,2006
California,pac-12,pac-12,6037,2006
California,pac-12,pac-12,6037,2006
Arizona,pac-12,pac-12,6037,2006
Nevada-Las Vegas,mwc,mwc,6029,2006
Fresno State,mwc,wac,6029,2006
Southern California,pac-12,pac-12,6019,2006
Southern California,pac-12,pac-12,6019,2006
Brigham Young,independent,mwc,6019,2006
South Carolina,sec,sec,6001,2006
Mississippi,sec,sec,5093,2006
Arkansas,sec,sec,5085,2006
Southern California,pac-12,pac-12,4013,2006
San Diego State,mwc,mwc,4013,2006
Ohio,mac,mac,4013,2006
Colorado State,mwc,mwc,4013,2006
California,pac-12,pac-12,4013,2006
Brigham Young,independent,mwc,4013,2006
Arizona State,pac-12,pac-12,4013,2006
Alabama-Birmingham,cusa,cusa,1117,2006
Alabama,sec,sec,1101,2006
West Virginia,big-12,big-east,1097,2006
Auburn,sec,sec,1097,2006
Virginia Tech,acc,acc,1089,2006
South Carolina,sec,sec,1089,2006
Alabama,sec,sec,1083,2006
Troy,sun-belt,sun-belt,1045,2006
Wyoming,mwc,mwc,0,2006
Wyoming,mwc,mwc,0,2006
Wyoming,mwc,mwc,0,2006
Wisconsin,big-ten,big-ten,0,2006
William & Mary,none,none,0,2006
West Texas A&M,none,none,0,2006
West Texas A&M,none,none,0,2006
West Texas A&M,none,none,0,2006
Washington State,pac-12,pac-12,0,2006
Washington State,pac-12,pac-12,0,2006
Washington,pac-12,pac-12,0,2006
Washington,pac-12,pac-12,0,2006
Wake Forest,acc,acc,0,2006
Vanderbilt,sec,sec,0,2006
Vanderbilt,sec,sec,0,2006
UCLA,pac-12,pac-12,0,2006
Tulsa,american,cusa,0,2006
Tulane,american,cusa,0,2006
Troy,sun-belt,sun-belt,0,2006
Troy,sun-belt,sun-belt,0,2006
Texas-El Paso,cusa,cusa,0,2006
Texas Tech,big-12,big-12,0,2006
Texas Tech,big-12,big-12,0,2006
Texas Christian,big-12,mwc,0,2006
Texas,big-12,big-12,0,2006
Tennessee,sec,sec,0,2006
Temple,american,independent,0,2006
Stanford,pac-12,pac-12,0,2006
Stanford,pac-12,pac-12,0,2006
Southern Mississippi,cusa,cusa,0,2006
Southern Methodist,american,cusa,0,2006
Southern California,pac-12,pac-12,0,2006
San Jose State,mwc,wac,0,2006
Rutgers,big-ten,big-east,0,2006
Richmond,none,none,0,2006
Purdue,big-ten,big-ten,0,2006
Pittsburgh,acc,big-east,0,2006
Pittsburgh,acc,big-east,0,2006
Oklahoma State,big-12,big-12,0,2006
Oklahoma State,big-12,big-12,0,2006
Oklahoma State,big-12,big-12,0,2006
Oklahoma State,big-12,big-12,0,2006
Oklahoma State,big-12,big-12,0,2006
Oklahoma State,big-12,big-12,0,2006
Oklahoma,big-12,big-12,0,2006
Oklahoma,big-12,big-12,0,2006
Ohio State,big-ten,big-ten,0,2006
Ohio State,big-ten,big-ten,0,2006
Ohio,mac,mac,0,2006
Notre Dame,acc,independent,0,2006
Notre Dame,acc,independent,0,2006
Notre Dame,acc,independent,0,2006
Northwestern,big-ten,big-ten,0,2006
North Carolina State,acc,acc,0,2006
North Carolina State,acc,acc,0,2006
North Carolina,acc,acc,0,2006
North Carolina,acc,acc,0,2006
North Carolina,acc,acc,0,2006
Nevada-Las Vegas,mwc,mwc,0,2006
Nevada,mwc,wac,0,2006
Nebraska,big-ten,big-12,0,2006
Nebraska,big-ten,big-12,0,2006
Nebraska,big-ten,big-12,0,2006
Missouri,sec,big-12,0,2006
Mississippi State,sec,sec,0,2006
Mississippi State,sec,sec,0,2006
Mississippi,sec,sec,0,2006
Mississippi,sec,sec,0,2006
Mississippi,sec,sec,0,2006
Minnesota,big-ten,big-ten,0,2006
Minnesota,big-ten,big-ten,0,2006
Minnesota,big-ten,big-ten,0,2006
Minnesota,big-ten,big-ten,0,2006
Michigan State,big-ten,big-ten,0,2006
Michigan,big-ten,big-ten,0,2006
Michigan,big-ten,big-ten,0,2006
Michigan,big-ten,big-ten,0,2006
Michigan,big-ten,big-ten,0,2006
Michigan,big-ten,big-ten,0,2006
Miami (FL),acc,acc,0,2006
Memphis,american,cusa,0,2006
Massachusetts,mac,none,0,2006
Maryland,big-ten,acc,0,2006
Marshall,cusa,cusa,0,2006
Marshall,cusa,cusa,0,2006
Louisville,acc,big-east,0,2006
Louisville,acc,big-east,0,2006
Louisiana-Monroe,sun-belt,sun-belt,0,2006
Louisiana Tech,cusa,wac,0,2006
Louisiana Tech,cusa,wac,0,2006
Louisiana Tech,cusa,wac,0,2006
Louisiana State,sec,sec,0,2006
Louisiana State,sec,sec,0,2006
Kentucky,sec,sec,0,2006
Kansas State,big-12,big-12,0,2006
Kansas State,big-12,big-12,0,2006
Iowa State,big-12,big-12,0,2006
Iowa,big-ten,big-ten,0,2006
Indiana,big-ten,big-ten,0,2006
Indiana,big-ten,big-ten,0,2006
Illinois,big-ten,big-ten,0,2006
Idaho,sun-belt,wac,0,2006
Idaho,sun-belt,wac,0,2006
Hawaii,mwc,wac,0,2006
Hawaii,mwc,wac,0,2006
Georgia Tech,acc,acc,0,2006
Georgia,sec,sec,0,2006
Georgia,sec,sec,0,2006
Georgia,sec,sec,0,2006
Florida State,acc,acc,0,2006
Florida State,acc,acc,0,2006
Florida,sec,sec,0,2006
Eastern Michigan,mac,mac,0,2006
East Carolina,american,cusa,0,2006
East Carolina,american,cusa,0,2006
Connecticut,american,big-east,0,2006
Colorado State,mwc,mwc,0,2006
Colorado State,mwc,mwc,0,2006
Colorado,pac-12,big-12,0,2006
Clemson,acc,acc,0,2006
Clemson,acc,acc,0,2006
Clemson,acc,acc,0,2006
Cincinnati,american,big-east,0,2006
Cincinnati,american,big-east,0,2006
Cincinnati,american,big-east,0,2006
Cincinnati,american,big-east,0,2006
Central Florida,american,cusa,0,2006
California,pac-12,pac-12,0,2006
California,pac-12,pac-12,0,2006
California,pac-12,pac-12,0,2006
California,pac-12,pac-12,0,2006
Brown,none,none,0,2006
Brown,none,none,0,2006
Bowling Green,mac,mac,0,2006
Boston College,acc,acc,0,2006
Boston College,acc,acc,0,2006
Auburn,sec,sec,0,2006
Arkansas State,sun-belt,sun-belt,0,2006
Arkansas,sec,sec,0,2006
Arizona State,pac-12,pac-12,0,2006
Arizona State,pac-12,pac-12,0,2006
Alabama,sec,sec,0,2006
Alabama,sec,sec,0,2006
Wisconsin,big-ten,big-ten,55079,2005
Arkansas,sec,sec,55079,2005
Texas,big-12,big-12,53053,2005
Oregon State,pac-12,pac-12,53011,2005
Virginia Tech,acc,acc,51760,2005
Tulsa,american,cusa,51650,2005
Florida,sec,sec,51550,2005
Akron,mac,mac,51155,2005
Virginia,acc,acc,51059,2005
Maryland,big-ten,acc,51059,2005
Ohio,mac,mac,51041,2005
Washington State,pac-12,pac-12,49039,2005
Brigham Young,independent,mwc,49025,2005
West Texas A&M,none,none,48491,2005
Texas Tech,big-12,big-12,48439,2005
Texas,big-12,big-12,48439,2005
Rice,cusa,cusa,48439,2005
Florida,sec,sec,48439,2005
Oklahoma State,big-12,big-12,48423,2005
Texas Christian,big-12,mwc,48401,2005
Missouri,sec,big-12,48381,2005
Texas Tech,big-12,big-12,48349,2005
Texas Tech,big-12,big-12,48339,2005
Missouri,sec,big-12,48331,2005
Texas,big-12,big-12,48309,2005
Texas Christian,big-12,mwc,48239,2005
Texas Christian,big-12,mwc,48201,2005
Texas A&M,sec,big-12,48201,2005
Texas A&M,sec,big-12,48201,2005
Texas,big-12,big-12,48201,2005
Southern Methodist,american,cusa,48201,2005
Oklahoma State,big-12,big-12,48201,2005
Nebraska,big-ten,big-12,48201,2005
Louisiana State,sec,sec,48201,2005
Hawaii,mwc,wac,48201,2005
Duke,acc,acc,48201,2005
North Carolina State,acc,acc,48167,2005
Nebraska,big-ten,big-12,48157,2005
Utah State,mwc,wac,48121,2005
Utah,pac-12,mwc,48121,2005
Texas Tech,big-12,big-12,48121,2005
Oklahoma,big-12,big-12,48121,2005
Oklahoma,big-12,big-12,48121,2005
Colorado,pac-12,big-12,48121,2005
Baylor,big-12,big-12,48121,2005
Missouri,sec,big-12,48113,2005
Texas Tech,big-12,big-12,48097,2005
Nebraska,big-ten,big-12,48073,2005
Brigham Young,independent,mwc,48041,2005
Oklahoma,big-12,big-12,48027,2005
Mississippi,sec,sec,47157,2005
Tennessee,sec,sec,47097,2005
Tennessee,sec,sec,47093,2005
North Carolina,acc,acc,47093,2005
Louisville,acc,big-east,47065,2005
Ohio,mac,mac,45083,2005
North Carolina,acc,acc,45083,2005
Clemson,acc,acc,45079,2005
Tennessee,sec,sec,45069,2005
South Carolina,sec,sec,45045,2005
Central Florida,american,cusa,45035,2005
Clemson,acc,acc,45031,2005
Connecticut,american,big-east,42133,2005
Boston College,acc,acc,42077,2005
West Virginia,big-12,big-east,42045,2005
Purdue,big-ten,big-ten,42045,2005
Purdue,big-ten,big-ten,42045,2005
Illinois,big-ten,big-ten,42045,2005
Pittsburgh,acc,big-east,42043,2005
Maryland,big-ten,acc,42043,2005
Boston College,acc,acc,42041,2005
Pittsburgh,acc,big-east,42021,2005
West Virginia,big-12,big-east,42003,2005
West Virginia,big-12,big-east,42003,2005
West Virginia,big-12,big-east,42003,2005
South Carolina,sec,sec,42003,2005
Pittsburgh,acc,big-east,42003,2005
Nebraska,big-ten,big-12,41043,2005
Texas Christian,big-12,mwc,40139,2005
Oklahoma,big-12,big-12,40109,2005
Kansas,big-12,big-12,40065,2005
Southern California,pac-12,pac-12,40031,2005
Bowling Green,mac,mac,39161,2005
Ohio State,big-ten,big-ten,39153,2005
Northwestern,big-ten,big-ten,39153,2005
Kent State,mac,mac,39153,2005
Ohio State,big-ten,big-ten,39151,2005
Ohio State,big-ten,big-ten,39113,2005
Michigan State,big-ten,big-ten,39113,2005
Michigan,big-ten,big-ten,39113,2005
West Virginia,big-12,big-east,39061,2005
Louisville,acc,big-east,39061,2005
Kent State,mac,mac,39061,2005
Georgia Tech,acc,acc,39061,2005
Cincinnati,american,big-east,39061,2005
Cincinnati,american,big-east,39061,2005
Bowling Green,mac,mac,39061,2005
Ball State,mac,mac,39061,2005
Cincinnati,american,big-east,39057,2005
Toledo,mac,mac,39049,2005
Oklahoma State,big-12,big-12,39049,2005
Ohio State,big-ten,big-ten,39049,2005
Ohio State,big-ten,big-ten,39049,2005
Cincinnati,american,big-east,39049,2005
Cincinnati,american,big-east,39049,2005
Michigan State,big-ten,big-ten,39035,2005
Iowa,big-ten,big-ten,39035,2005
Cincinnati,american,big-east,39029,2005
Ball State,mac,mac,39013,2005
Wake Forest,acc,acc,37191,2005
Georgia,sec,sec,37153,2005
William & Mary,none,none,37147,2005
North Carolina,acc,acc,37119,2005
Georgia,sec,sec,37119,2005
Georgia,sec,sec,37071,2005
Maryland,big-ten,acc,37051,2005
East Carolina,american,cusa,37049,2005
North Carolina,acc,acc,37001,2005
Rutgers,big-ten,big-east,36119,2005
Rutgers,big-ten,big-east,36087,2005
Oklahoma,big-12,big-12,36075,2005
Pittsburgh,acc,big-east,36073,2005
Wisconsin,big-ten,big-ten,36061,2005
Virginia,acc,acc,36061,2005
Rutgers,big-ten,big-east,36061,2005
Penn State,big-ten,big-ten,36061,2005
Furman,none,none,36061,2005
Boston College,acc,acc,36061,2005
Arizona,pac-12,pac-12,36061,2005
Penn State,big-ten,big-ten,36059,2005
Tennessee,sec,sec,35043,2005
Hawaii,mwc,wac,35043,2005
Virginia,acc,acc,34039,2005
Rutgers,big-ten,big-east,34029,2005
Rutgers,big-ten,big-east,34029,2005
Buffalo,mac,mac,34027,2005
Georgia,sec,sec,34025,2005
Connecticut,american,big-east,34025,2005
Connecticut,american,big-east,34025,2005
Rutgers,big-ten,big-east,34023,2005
Wisconsin,big-ten,big-ten,34017,2005
Rutgers,big-ten,big-east,34017,2005
East Carolina,american,cusa,34017,2005
Wisconsin,big-ten,big-ten,34015,2005
Penn State,big-ten,big-ten,34015,2005
Texas A&M,sec,big-12,34013,2005
Ohio State,big-ten,big-ten,34013,2005
Miami (FL),acc,acc,34011,2005
Temple,american,independent,34007,2005
Iowa,big-ten,big-ten,34007,2005
Southern California,pac-12,pac-12,34003,2005
Rutgers,big-ten,big-east,34003,2005
Maryland,big-ten,acc,34003,2005
Ball State,mac,mac,33017,2005
Virginia,acc,acc,33011,2005
Nebraska,big-ten,big-12,31153,2005
Missouri,sec,big-12,29189,2005
Ball State,mac,mac,29183,2005
Kansas State,big-12,big-12,29165,2005
Alabama-Birmingham,cusa,cusa,28121,2005
New Mexico,mwc,mwc,28113,2005
Mississippi,sec,sec,28107,2005
Mississippi State,sec,sec,28049,2005
Mississippi,sec,sec,28027,2005
Minnesota,big-ten,big-ten,27085,2005
Nebraska,big-ten,big-12,27083,2005
Ohio State,big-ten,big-ten,27053,2005
Nevada,mwc,wac,26147,2005
Eastern Michigan,mac,mac,26125,2005
Cincinnati,american,big-east,26125,2005
Michigan,big-ten,big-ten,26121,2005
Colorado,pac-12,big-12,26065,2005
New Mexico,mwc,mwc,26049,2005
Central Michigan,mac,mac,26021,2005
Western Michigan,mac,mac,25021,2005
Harvard,none,none,25017,2005
Boston College,acc,acc,25013,2005
Penn State,big-ten,big-ten,24510,2005
North Carolina State,acc,acc,24510,2005
Richmond,none,none,24033,2005
Penn State,big-ten,big-ten,24033,2005
Michigan,big-ten,big-ten,24033,2005
Kent State,mac,mac,24033,2005
Maryland,big-ten,acc,24031,2005
Brown,none,none,24031,2005
Maryland,big-ten,acc,24025,2005
West Virginia,big-12,big-east,22089,2005
Georgia Tech,acc,acc,22089,2005
Southern Mississippi,cusa,cusa,22079,2005
Oklahoma,big-12,big-12,22079,2005
Southern Mississippi,cusa,cusa,22071,2005
San Diego State,mwc,mwc,22071,2005
Oregon State,pac-12,pac-12,22071,2005
Oklahoma State,big-12,big-12,22071,2005
Mississippi,sec,sec,22071,2005
Louisiana State,sec,sec,22071,2005
Louisiana State,sec,sec,22071,2005
