name,sport,sport_name,gender,age,inch,pound
Denis Koval,ssk,Speedskating,Male,22,69.685077,171.96036
Artyom Kuznetcov,ssk,Speedskating,Male,26,69.685077,171.96036
Sandro Viletta,alp,Alpine Skiing,Male,28,69.685077,171.96036
Sami Vatanen,hky,Hockey,Male,22,69.685077,174.16498
Jovian Hediger,ccy,Cross Country Skiing,Male,23,69.685077,174.16498
Luca Aerni,alp,Alpine Skiing,Male,20,69.685077,176.3696
Kevin Esteve,alp,Alpine Skiing,Male,24,69.685077,176.3696
Hansin Lee,skl,Skeleton,Male,25,69.685077,176.3696
Tae Bum Mo,ssk,Speedskating,Male,25,69.685077,176.3696
Konstantin Schad,swb,Snowboarding,Male,26,69.685077,176.3696
Mathieu Giroux,ssk,Speedskating,Male,28,69.685077,176.3696
Patrick Thaler,alp,Alpine Skiing,Male,35,69.685077,176.3696
Christoph Wahrstoetter,fss,Freestyle Skiing,Male,24,69.685077,178.57422
Mackenzie Blackburn,sht,Short-Track Skating,Male,21,69.685077,180.77884
Marcus Sandell,alp,Alpine Skiing,Male,26,69.685077,182.98346
Ferran Terra,alp,Alpine Skiing,Male,26,69.685077,182.98346
Markus Schairer,swb,Snowboarding,Male,26,69.685077,182.98346
Robert Lukas,hky,Hockey,Male,35,69.685077,185.18808
Kimmo Timonen,hky,Hockey,Male,38,69.685077,185.18808
Mitja Robar,hky,Hockey,Male,31,69.685077,191.80194
Natko Zrncic-Dim,alp,Alpine Skiing,Male,27,69.685077,194.00656
Gerhard Unterluggauer,hky,Hockey,Male,37,69.685077,194.00656
Antonio Jose Pardo Andretta,alp,Alpine Skiing,Male,43,69.685077,198.4158
Nathan Bartholomay,fgs,Figure Skating,Male,24,70.078778,
Rune Velta,skj,Ski Jumping,Male,24,70.078778,
Simon Gempeler,crl,Curling,Male,27,70.078778,
Luca Lanotte,fgs,Figure Skating,Male,28,70.078778,
Xiaoming Xu,crl,Curling,Male,29,70.078778,
Nkeiruka Ezekh,crl,Curling,Female,30,70.078778,
Evgeny Plyushchenko,fgs,Figure Skating,Male,31,70.078778,
Alena Prochazkova,ccy,Cross Country Skiing,Female,29,70.078778,127.86796
Rosalind Groenewoud,fss,Freestyle Skiing,Female,24,70.078778,134.48182
Ronan Lamy Chappuis,skj,Ski Jumping,Male,20,70.078778,136.68644
Maciej Kot,skj,Ski Jumping,Male,22,70.078778,136.68644
Yuta Watase,skj,Ski Jumping,Male,31,70.078778,138.89106
Kevin Rolland,fss,Freestyle Skiing,Male,24,70.078778,141.09568
Ingrida Ardisauskaite,ccy,Cross Country Skiing,Female,21,70.078778,143.3003
Ernest Yahin,ndc,Hordic Combined,Male,23,70.078778,143.3003
Magdalena Gwizdon,bai,Biathlon,Female,34,70.078778,143.3003
Martins Dukurs,skl,Skeleton,Male,29,70.078778,145.50492
Tomas Portyk,ndc,Hordic Combined,Male,17,70.078778,147.70954
Jamie Nicholls,swb,Snowboarding,Male,20,70.078778,147.70954
Anastasia Bucsis,ssk,Speedskating,Female,24,70.078778,147.70954
Nastasia Noens,alp,Alpine Skiing,Female,25,70.078778,147.70954
Ivana Bulatovic,alp,Alpine Skiing,Female,19,70.078778,149.91416
Dmitriy Japarov,ccy,Cross Country Skiing,Male,28,70.078778,149.91416
Dimitry Vassiliev,skj,Ski Jumping,Male,34,70.078778,149.91416
Yekaterina Lobysheva,ssk,Speedskating,Female,28,70.078778,152.11878
Daria Gaiazova,ccy,Cross Country Skiing,Female,30,70.078778,152.11878
Wilhelm Denifl,ndc,Hordic Combined,Male,33,70.078778,152.11878
Joan Verdu Sanchez,alp,Alpine Skiing,Male,18,70.078778,154.3234
Norbert Farkas,alp,Alpine Skiing,Male,21,70.078778,154.3234
Marielle Thompson,fss,Freestyle Skiing,Female,21,70.078778,154.3234
Imanol Rojo,ccy,Cross Country Skiing,Male,23,70.078778,154.3234
Klara Krizova,alp,Alpine Skiing,Female,24,70.078778,154.3234
Graeme Killick,ccy,Cross Country Skiing,Male,24,70.078778,154.3234
Pavel Nabokikh,fss,Freestyle Skiing,Male,24,70.078778,154.3234
Seung Hoon Lee,ssk,Speedskating,Male,25,70.078778,154.3234
Yan Savitskiy,bai,Biathlon,Male,26,70.078778,154.3234
Chris Creveling,sht,Short-Track Skating,Male,27,70.078778,154.3234
Peter Dokl,bai,Biathlon,Male,29,70.078778,154.3234
Seamus O'Connor,swb,Snowboarding,Male,16,70.078778,156.52802
Sebastian Druszkiewicz,ssk,Speedskating,Male,27,70.078778,156.52802
Andrew Newell,ccy,Cross Country Skiing,Male,30,70.078778,156.52802
Robin Duvillard,ccy,Cross Country Skiing,Male,30,70.078778,156.52802
Dominique Maltais,swb,Snowboarding,Female,33,70.078778,156.52802
Denis Nikisha,sht,Short-Track Skating,Male,18,70.078778,158.73264
Mark Mcmorris,swb,Snowboarding,Male,20,70.078778,158.73264
Viola Kleiser,bbs,Bobseld,Female,23,70.078778,158.73264
Sho Endo,fss,Freestyle Skiing,Male,23,70.078778,158.73264
Raphael Herburger,hky,Hockey,Male,25,70.078778,158.73264
Yevgeniy Velichko,ccy,Cross Country Skiing,Male,26,70.078778,158.73264
Daniel Boehm,bai,Biathlon,Male,27,70.078778,158.73264
Franziska Bertels,bbs,Bobseld,Female,27,70.078778,158.73264
Cyril Gaillard,ccy,Cross Country Skiing,Male,28,70.078778,158.73264
Harald Wurm,ccy,Cross Country Skiing,Male,29,70.078778,158.73264
Renato Ulrich,fss,Freestyle Skiing,Male,30,70.078778,158.73264
Devon Kershaw,ccy,Cross Country Skiing,Male,31,70.078778,158.73264
Noelle Pikus-Pace,skl,Skeleton,Female,31,70.078778,158.73264
Heather Moyse,bbs,Bobseld,Female,35,70.078778,158.73264
Tobias Angerer,ccy,Cross Country Skiing,Male,36,70.078778,158.73264
Kristan Bromley,skl,Skeleton,Male,41,70.078778,158.73264
Andrea Giovannini,ssk,Speedskating,Male,20,70.078778,160.93726
Adrien Backscheider,ccy,Cross Country Skiing,Male,21,70.078778,160.93726
Heather Richardson,ssk,Speedskating,Female,24,70.078778,160.93726
Alexander Legkov,ccy,Cross Country Skiing,Male,30,70.078778,160.93726
Nikolay Chebotko,ccy,Cross Country Skiing,Male,31,70.078778,160.93726
Maciej Kreczmer,ccy,Cross Country Skiing,Male,32,70.078778,160.93726
Julia Ford,alp,Alpine Skiing,Female,23,70.078778,163.14188
Gianluca Cologna,ccy,Cross Country Skiing,Male,23,70.078778,163.14188
Sascha Benecken,lge,Luge,Male,24,70.078778,163.14188
Satoshi Sakashita,sht,Short-Track Skating,Male,24,70.078778,163.14188
Sergei Dolidovich,ccy,Cross Country Skiing,Male,40,70.078778,163.14188
Taeyun Kim,ssk,Speedskating,Male,19,70.078778,165.3465
Sage Kotsenburg,swb,Snowboarding,Male,20,70.078778,165.3465
Gus Kenworthy,fss,Freestyle Skiing,Male,22,70.078778,165.3465
Barbora Lukacova,alp,Alpine Skiing,Female,23,70.078778,165.3465
Dario Cologna,ccy,Cross Country Skiing,Male,27,70.078778,165.3465
Alexey Petukhov,ccy,Cross Country Skiing,Male,30,70.078778,165.3465
David Bosa,ssk,Speedskating,Male,21,70.078778,167.55112
Tara Watchorn,hky,Hockey,Female,23,70.078778,167.55112
Michael Lambert,swb,Snowboarding,Male,27,70.078778,167.55112
Sergei Berestovskiy,fss,Freestyle Skiing,Male,28,70.078778,167.55112
Esme Kamphuis,bbs,Bobseld,Female,30,70.078778,167.55112
Anton Lindfors,swb,Snowboarding,Male,22,70.078778,169.75574
Anne Schleper,hky,Hockey,Female,24,70.078778,169.75574
Pavel Kharitonov,swb,Snowboarding,Male,24,70.078778,169.75574
Aja Evans,bbs,Bobseld,Female,25,70.078778,169.75574
Tobias Arlt,lge,Luge,Male,26,70.078778,169.75574
Tatjana Huefner,lge,Luge,Female,30,70.078778,169.75574
Alexander Popov,hky,Hockey,Male,33,70.078778,169.75574
Hayley Wickenheiser,hky,Hockey,Female,35,70.078778,169.75574
Anke Wischnewski,lge,Luge,Female,36,70.078778,169.75574
Pavel Kolmakov,fss,Freestyle Skiing,Male,17,70.078778,171.96036
Emre Simsek,alp,Alpine Skiing,Male,26,70.078778,171.96036
Haralds Silovs,ssk,Speedskating,Male,27,70.078778,171.96036
Dmitriy Barmashov,fss,Freestyle Skiing,Male,28,70.078778,171.96036
Kyle Carr,sht,Short-Track Skating,Male,27,70.078778,174.16498
Emil Joensson,ccy,Cross Country Skiing,Male,28,70.078778,174.16498
Dachhiri Sherpa,ccy,Cross Country Skiing,Male,44,70.078778,174.16498
Adam Zampa,alp,Alpine Skiing,Male,23,70.078778,176.3696
Baptiste Gros,ccy,Cross Country Skiing,Male,23,70.078778,176.3696
Florian Eigler,fss,Freestyle Skiing,Male,23,70.078778,176.3696
Natalie Spooner,hky,Hockey,Female,23,70.078778,176.3696
Dorin Velicu,skl,Skeleton,Male,27,70.078778,176.3696
Maciej Jodko,swb,Snowboarding,Male,31,70.078778,176.3696
Jasey Jay Anderson,swb,Snowboarding,Male,38,70.078778,176.3696
Dmitry Lobkov,ssk,Speedskating,Male,33,70.078778,178.57422
Dimi De Jong,swb,Snowboarding,Male,19,70.078778,180.77884
Ken Andre Olimb,hky,Hockey,Male,25,70.078778,180.77884
Mathias Lange,hky,Hockey,Male,28,70.078778,180.77884
Liudmila Udobkina,bbs,Bobseld,Female,29,70.078778,180.77884
Sylvain Dufour,swb,Snowboarding,Male,31,70.078778,180.77884
Luka Gracnar,hky,Hockey,Male,20,70.078778,182.98346
Jacqueline Janzen,hky,Hockey,Female,20,70.078778,182.98346
Simon Bodenmann,hky,Hockey,Male,25,70.078778,182.98346
Sergey Volkov,fss,Freestyle Skiing,Male,26,70.078778,182.98346
Yosyf Penyak,swb,Snowboarding,Male,29,70.078778,182.98346
Vladimir Grigorev,sht,Short-Track Skating,Male,31,70.078778,182.98346
Mitja Valencic,alp,Alpine Skiing,Male,36,70.078778,182.98346
Tomas Tatar,hky,Hockey,Male,23,70.078778,185.18808
Aleksander Aurdal,fss,Freestyle Skiing,Male,25,70.078778,185.18808
Erik Guay,alp,Alpine Skiing,Male,32,70.078778,185.18808
David Murdoch,crl,Curling,Male,35,70.078778,185.18808
Sungbin Yun,skl,Skeleton,Male,19,70.078778,187.3927
Ryan Callahan,hky,Hockey,Male,28,70.078778,187.3927
Christian Oberstolz,lge,Luge,Male,36,70.078778,187.3927
Olena Shkhumova,lge,Luge,Female,20,70.078778,191.80194
Lucas Mata,bbs,Bobseld,Male,25,70.078778,198.4158
Martins Karsums,hky,Hockey,Male,27,70.078778,198.4158
Nate Holland,swb,Snowboarding,Male,35,70.078778,200.62042
Juerg Egger,bbs,Bobseld,Male,32,70.078778,216.05276
Ben Coakwell,bbs,Bobseld,Male,26,70.078778,224.87124
Steven Holcomb,bbs,Bobseld,Male,33,70.078778,224.87124
Anna Sidorova,crl,Curling,Female,23,70.472479,
Matthew Parr,fgs,Figure Skating,Male,23,70.472479,
Fredrik Lindberg,crl,Curling,Male,28,70.472479,
Brian Joubert,fgs,Figure Skating,Male,29,70.472479,
Jian Tong,fgs,Figure Skating,Male,34,70.472479,
Tom Brewster,crl,Curling,Male,39,70.472479,
Jakub Janda,skj,Ski Jumping,Male,35,70.472479,138.89106
Peter Prevc,skj,Ski Jumping,Male,21,70.472479,141.09568
Karl-August Tiirmaa,ndc,Hordic Combined,Male,24,70.472479,145.50492
Jason Lamy Chappuis,ndc,Hordic Combined,Male,27,70.472479,145.50492
Bill Demong,ndc,Hordic Combined,Male,33,70.472479,145.50492
Bart Swings,ssk,Speedskating,Male,23,70.472479,147.70954
Dmytro Pidruchnyi,bai,Biathlon,Male,22,70.472479,149.91416
Lukasz Szczurek,bai,Biathlon,Male,25,70.472479,149.91416
Tomas Slavik,ndc,Hordic Combined,Male,32,70.472479,149.91416
Todd Lodwick,ndc,Hordic Combined,Male,37,70.472479,149.91416
Serhiy Semenov,bai,Biathlon,Male,25,70.472479,152.11878
Pavel Churavy,ndc,Hordic Combined,Male,36,70.472479,152.11878
Oystein Braaten,fss,Freestyle Skiing,Male,18,70.472479,154.3234
Artem Pryma,bai,Biathlon,Male,26,70.472479,154.3234
Juho Mikkonen,ccy,Cross Country Skiing,Male,23,70.472479,158.73264
Ilkka-Eemeli Laari,swb,Snowboarding,Male,24,70.472479,158.73264
Simon Schempp,bai,Biathlon,Male,25,70.472479,158.73264
Petr Novak,ccy,Cross Country Skiing,Male,31,70.472479,158.73264
Jan Antolec,ccy,Cross Country Skiing,Male,23,70.472479,160.93726
Andreas Birnbacher,bai,Biathlon,Male,32,70.472479,160.93726
Serguei Sednev,bai,Biathlon,Male,30,70.472479,163.14188
Jarkko Kauppinen,bai,Biathlon,Male,31,70.472479,163.14188
Scott Perras,bai,Biathlon,Male,30,70.472479,165.3465
Manfred Moelgg,alp,Alpine Skiing,Male,31,70.472479,165.3465
Alexander Yeryomenko,hky,Hockey,Male,33,70.472479,165.3465
Claudio Boeckli,bai,Biathlon,Male,29,70.472479,167.55112
Emanuel Perathoner,swb,Snowboarding,Male,27,70.472479,169.75574
Rokas Zaveckas,alp,Alpine Skiing,Male,17,70.472479,171.96036
Wancheng Shi,swb,Snowboarding,Male,23,70.472479,171.96036
Mohammad Kiyadarbandsari,alp,Alpine Skiing,Male,24,70.472479,171.96036
Jarryd Hughes,swb,Snowboarding,Male,18,70.472479,176.3696
Vladislav Antonov,lge,Luge,Male,22,70.472479,176.3696
Alexandros Kefalas,skl,Skeleton,Male,29,70.472479,176.3696
Emanuel Rieder,lge,Luge,Male,20,70.472479,180.77884
Patrick Kane,hky,Hockey,Male,25,70.472479,180.77884
Vic Wild,swb,Snowboarding,Male,27,70.472479,180.77884
Mikael Granlund,hky,Hockey,Male,21,70.472479,182.98346
Mathis Olimb,hky,Hockey,Male,28,70.472479,182.98346
Jaroslav Halak,hky,Hockey,Male,28,70.472479,185.18808
Per Kristian Hunder,fss,Freestyle Skiing,Male,24,70.472479,187.3927
Matts Olsson,alp,Alpine Skiing,Male,25,70.472479,187.3927
Mats Trygg,hky,Hockey,Male,37,70.472479,187.3927
Matthias Mayer,alp,Alpine Skiing,Male,23,70.472479,191.80194
Tomas Plekanec,hky,Hockey,Male,31,70.472479,196.21118
Jinyong Park,lge,Luge,Male,20,70.472479,198.4158
Milan Jagnesak,bbs,Bobseld,Male,44,70.472479,205.02966
Kyunghyun Kim,bbs,Bobseld,Male,19,70.472479,216.05276
David Coleman,bbs,Bobseld,Male,28,70.472479,220.462
David Bissett,bbs,Bobseld,Male,34,70.472479,224.87124
Timothy Randall,bbs,Bobseld,Male,27,70.472479,231.4851
Evgeny Arkhipov,crl,Curling,Male,22,70.86618,
Jared Zezel,crl,Curling,Male,22,70.86618,
Alex Shibutani,fgs,Figure Skating,Male,22,70.86618,
Nikita Katsalapov,fgs,Figure Skating,Male,22,70.86618,
John Landsteiner,crl,Curling,Male,23,70.86618,
Alexey Stukalskiy,crl,Curling,Male,25,70.86618,
Gregory Merriman,fgs,Figure Skating,Male,25,70.86618,
Evgeni Krasnopolski,fgs,Figure Skating,Male,25,70.86618,
Stefano Caruso,fgs,Figure Skating,Male,26,70.86618,
Tomas Verner,fgs,Figure Skating,Male,27,70.86618,
Helle Simonsen,crl,Curling,Female,29,70.86618,
Felix Schulze,crl,Curling,Male,33,70.86618,
Fabian Bourzat,fgs,Figure Skating,Male,33,70.86618,
Christopher Bartsch,crl,Curling,Male,34,70.86618,
Johnny Frederiksen,crl,Curling,Male,38,70.86618,
Sven Goldemann,crl,Curling,Male,44,70.86618,
Julia Krass,fss,Freestyle Skiing,Female,16,70.86618,130.07258
Olli Muotka,skj,Ski Jumping,Male,25,70.86618,134.48182
Johannes Rydzek,ndc,Hordic Combined,Male,22,70.86618,136.68644
Janne Happonen,skj,Ski Jumping,Male,29,70.86618,138.89106
Dawid Kubacki,skj,Ski Jumping,Male,23,70.86618,141.09568
Andreas Kofler,skj,Ski Jumping,Male,29,70.86618,141.09568
Karol Stuchlak,lge,Luge,Male,23,70.86618,143.3003
Gregor Schlierenzauer,skj,Ski Jumping,Male,24,70.86618,143.3003
Rozsa Darazs,sht,Short-Track Skating,Female,26,70.86618,143.3003
Lyman Currier,fss,Freestyle Skiing,Male,19,70.86618,145.50492
Jimi Salonen,fss,Freestyle Skiing,Male,19,70.86618,145.50492
Callum Watson,ccy,Cross Country Skiing,Male,24,70.86618,145.50492
Miroslav Dvorak,ndc,Hordic Combined,Male,26,70.86618,145.50492
Rosanna Crawford,bai,Biathlon,Female,25,70.86618,147.70954
Anastasiya Kuzmina,bai,Biathlon,Female,29,70.86618,147.70954
Ayumu Nedefuji,swb,Snowboarding,Male,19,70.86618,149.91416
Mikhail Maksimochkin,skj,Ski Jumping,Male,20,70.86618,149.91416
Mikke Leinonen,ndc,Hordic Combined,Male,22,70.86618,149.91416
Lotte Van Beek,ssk,Speedskating,Female,22,70.86618,152.11878
Maxence Parrot,swb,Snowboarding,Male,19,70.86618,154.3234
Francesco De Fabiani,ccy,Cross Country Skiing,Male,20,70.86618,154.3234
Benjamin Cavet,fss,Freestyle Skiing,Male,20,70.86618,154.3234
Summer Britcher,lge,Luge,Female,19,70.86618,156.52802
Mattia Pellegrin,ccy,Cross Country Skiing,Male,24,70.86618,156.52802
Han-Bin Lee,sht,Short-Track Skating,Male,25,70.86618,156.52802
Ben Kilner,swb,Snowboarding,Male,25,70.86618,156.52802
Martin Otcenas,bai,Biathlon,Male,26,70.86618,156.52802
Kwang-Jin Kim,fss,Freestyle Skiing,Male,18,70.86618,158.73264
Seppe Smits,swb,Snowboarding,Male,22,70.86618,158.73264
Sam Hall,fss,Freestyle Skiing,Male,25,70.86618,158.73264
Yerdos Akhmadiyev,ccy,Cross Country Skiing,Male,28,70.86618,158.73264
Margot Boer,ssk,Speedskating,Female,28,70.86618,158.73264
Ivan Joller,bai,Biathlon,Male,30,70.86618,158.73264
David Hofer,ccy,Cross Country Skiing,Male,30,70.86618,158.73264
Petra Vlhova,alp,Alpine Skiing,Female,18,70.86618,160.93726
Tanja Mayer,bbs,Bobseld,Female,20,70.86618,160.93726
Simon Kocevar,bai,Biathlon,Male,23,70.86618,160.93726
Tim Burke,bai,Biathlon,Male,32,70.86618,160.93726
Callum Smith,ccy,Cross Country Skiing,Male,21,70.86618,163.14188
Tomas Hasilla,bai,Biathlon,Male,23,70.86618,163.14188
Fredrik Lindstroem,bai,Biathlon,Male,24,70.86618,163.14188
Andrey Gridin,ccy,Cross Country Skiing,Male,25,70.86618,163.14188
Aleksandr Zhigin,ssk,Speedskating,Male,27,70.86618,163.14188
Janne Korpi,swb,Snowboarding,Male,28,70.86618,163.14188
Jean-Baptiste Grange,alp,Alpine Skiing,Male,29,70.86618,163.14188
Jean Marc Gaillard,ccy,Cross Country Skiing,Male,33,70.86618,163.14188
Sean Doherty,bai,Biathlon,Male,18,70.86618,165.3465
Tarik Hadzic,alp,Alpine Skiing,Male,19,70.86618,165.3465
Arthur Hanse,alp,Alpine Skiing,Male,21,70.86618,165.3465
Aleksander Peretyagin,lge,Luge,Male,22,70.86618,165.3465
Tommaso Leoni,swb,Snowboarding,Male,22,70.86618,165.3465
Benjamin Weger,bai,Biathlon,Male,24,70.86618,165.3465
Jhonas Enroth,hky,Hockey,Male,25,70.86618,165.3465
Justin Reiter,swb,Snowboarding,Male,33,70.86618,165.3465
John Eklund,fss,Freestyle Skiing,Male,20,70.86618,167.55112
Semen Pavlichenko,lge,Luge,Male,22,70.86618,167.55112
Maciej Starega,ccy,Cross Country Skiing,Male,24,70.86618,167.55112
Jesse Cockney,ccy,Cross Country Skiing,Male,24,70.86618,167.55112
Matthew Morison,swb,Snowboarding,Male,26,70.86618,167.55112
Niels Kerstholt,sht,Short-Track Skating,Male,30,70.86618,167.55112
Michal Slesingr,bai,Biathlon,Male,31,70.86618,167.55112
Yekaterina Pashkevich,hky,Hockey,Female,41,70.86618,167.55112
Bence Beres,sht,Short-Track Skating,Male,21,70.86618,169.75574
Ryan Stassel,swb,Snowboarding,Male,21,70.86618,169.75574
Jan Szymanski,ssk,Speedskating,Male,24,70.86618,169.75574
Egor Korotkov,fss,Freestyle Skiing,Male,27,70.86618,169.75574
Lars Nelson,ccy,Cross Country Skiing,Male,28,70.86618,169.75574
Caroline Ouellette,hky,Hockey,Female,34,70.86618,169.75574
Bob De Jong,ssk,Speedskating,Male,37,70.86618,169.75574
Andrew Musgrave,ccy,Cross Country Skiing,Male,23,70.86618,171.96036
Hilary Knight,hky,Hockey,Female,24,70.86618,171.96036
Christin Senkel,bbs,Bobseld,Female,26,70.86618,171.96036
Simeon Hamilton,ccy,Cross Country Skiing,Male,26,70.86618,171.96036
Erjon Tola,alp,Alpine Skiing,Male,27,70.86618,171.96036
Kevin Hill,swb,Snowboarding,Male,27,70.86618,171.96036
Fabio Pasini,ccy,Cross Country Skiing,Male,33,70.86618,171.96036
Yuichi Onda,ccy,Cross Country Skiing,Male,33,70.86618,171.96036
Rok Flander,swb,Snowboarding,Male,34,70.86618,171.96036
Paul Berg,swb,Snowboarding,Male,22,70.86618,174.16498
Martin Jaeger,ccy,Cross Country Skiing,Male,26,70.86618,174.16498
Nadja Jnglin-Kamer,alp,Alpine Skiing,Female,27,70.86618,174.16498
Mattias Hargin,alp,Alpine Skiing,Male,28,70.86618,174.16498
Janis Paipals,ccy,Cross Country Skiing,Male,30,70.86618,174.16498
Kris Freeman,ccy,Cross Country Skiing,Male,33,70.86618,174.16498
Steffen Soberg,hky,Hockey,Male,20,70.86618,176.3696
Alexis Pinturault,alp,Alpine Skiing,Male,22,70.86618,176.3696
Aleksey Suvorov,ssk,Speedskating,Male,22,70.86618,176.3696
Stefan Prisadov,alp,Alpine Skiing,Male,23,70.86618,176.3696
Benedikt Mayr,fss,Freestyle Skiing,Male,24,70.86618,176.3696
Viktor Knoch,sht,Short-Track Skating,Male,24,70.86618,176.3696
Dong-Hyun Jung,alp,Alpine Skiing,Male,25,70.86618,176.3696
Justin Dorey,fss,Freestyle Skiing,Male,25,70.86618,176.3696
Carl Hagelin,hky,Hockey,Male,25,70.86618,176.3696
Axel Baeck,alp,Alpine Skiing,Male,26,70.86618,176.3696
Georgi Georgiev,alp,Alpine Skiing,Male,26,70.86618,176.3696
Stefano Gross,alp,Alpine Skiing,Male,27,70.86618,176.3696
Dmitriy Koshkin,alp,Alpine Skiing,Male,27,70.86618,176.3696
Giacomo Matiz,fss,Freestyle Skiing,Male,28,70.86618,176.3696
Jamie Gregg,ssk,Speedskating,Male,28,70.86618,176.3696
Matthias Guggenberger,skl,Skeleton,Male,29,70.86618,176.3696
Konrad Niedzwiedzki,ssk,Speedskating,Male,29,70.86618,176.3696
Gillian Apps,hky,Hockey,Female,30,70.86618,176.3696
Judith Vis,bbs,Bobseld,Female,33,70.86618,176.3696
Andreas Prommegger,swb,Snowboarding,Male,33,70.86618,176.3696
Brad Martin,swb,Snowboarding,Male,27,70.86618,178.57422
Rok Ticar,hky,Hockey,Male,24,70.86618,180.77884
Oleksandr Abramenko,fss,Freestyle Skiing,Male,25,70.86618,180.77884
David Ryding,alp,Alpine Skiing,Male,27,70.86618,180.77884
Klemen Pretnar,hky,Hockey,Male,27,70.86618,180.77884
Rok Marguc,swb,Snowboarding,Male,27,70.86618,180.77884
David Chodounsky,alp,Alpine Skiing,Male,29,70.86618,180.77884
Antti Pihlstrom,hky,Hockey,Male,29,70.86618,180.77884
Alexander Khoroshilov,alp,Alpine Skiing,Male,30,70.86618,180.77884
Jana Pittman,bbs,Bobseld,Female,31,70.86618,180.77884
Alexei Tereshenko,hky,Hockey,Male,33,70.86618,180.77884
Mats Rosseli Olsen,hky,Hockey,Male,22,70.86618,182.98346
Artur Yeghoyan,ccy,Cross Country Skiing,Male,23,70.86618,182.98346
Didrik Bastian Juell,fss,Freestyle Skiing,Male,23,70.86618,182.98346
Vyacheslav Voinov,hky,Hockey,Male,24,70.86618,182.98346
Christopher Robanske,swb,Snowboarding,Male,24,70.86618,182.98346
Robert Seifert,sht,Short-Track Skating,Male,26,70.86618,182.98346
Alexander Bonsaksen,hky,Hockey,Male,27,70.86618,182.98346
Patrick Von Gunten,hky,Hockey,Male,29,70.86618,182.98346
Mikelis Redlihs,hky,Hockey,Male,29,70.86618,182.98346
Meinhard Erlacher,swb,Snowboarding,Male,31,70.86618,182.98346
Nikolay Olyunin,swb,Snowboarding,Male,22,70.86618,185.18808
Gustav Nyquist,hky,Hockey,Male,24,70.86618,185.18808
Alexander Glebov,alp,Alpine Skiing,Male,30,70.86618,185.18808
Patrick Thoresen,hky,Hockey,Male,30,70.86618,185.18808
Mark Tuitert,ssk,Speedskating,Male,33,70.86618,185.18808
Filip Zubcic,alp,Alpine Skiing,Male,21,70.86618,187.3927
Martin Khuber,alp,Alpine Skiing,Male,22,70.86618,187.3927
Maciej Bydlinski,alp,Alpine Skiing,Male,25,70.86618,187.3927
Jan Mursak,hky,Hockey,Male,26,70.86618,187.3927
Damien Brunner,hky,Hockey,Male,27,70.86618,187.3927
Juuso Hietanen,hky,Hockey,Male,28,70.86618,187.3927
Marek Zidlicky,hky,Hockey,Male,37,70.86618,187.3927
Torger Nergaard,crl,Curling,Male,39,70.86618,187.3927
Ralfs Freibergs,hky,Hockey,Male,22,70.86618,189.59732
Fredrik Lystad Jacobsen,hky,Hockey,Male,24,70.86618,189.59732
Sergey Mozhaev,fss,Freestyle Skiing,Male,25,70.86618,189.59732
Henrik Odegaard,hky,Hockey,Male,26,70.86618,189.59732
T.J. Oshie,hky,Hockey,Male,27,70.86618,189.59732
Ted Ligety,alp,Alpine Skiing,Male,29,70.86618,189.59732
Joe Pavelski,hky,Hockey,Male,29,70.86618,189.59732
Daniel Welser,hky,Hockey,Male,31,70.86618,189.59732
Brice Roger,alp,Alpine Skiing,Male,23,70.86618,191.80194
Jonas Devouassoux,fss,Freestyle Skiing,Male,24,70.86618,191.80194
Kevin Shattenkirk,hky,Hockey,Male,25,70.86618,191.80194
Trevor Jacob,swb,Snowboarding,Male,20,70.86618,194.00656
Valentin Cretu,lge,Luge,Male,24,70.86618,194.00656
Travis Ganong,alp,Alpine Skiing,Male,25,70.86618,194.00656
Zach Parise,hky,Hockey,Male,29,70.86618,194.00656
Severin Blindenbacher,hky,Hockey,Male,30,70.86618,194.00656
Francesco Friedrich,bbs,Bobseld,Male,23,70.86618,196.21118
Yannick Weber,hky,Hockey,Male,25,70.86618,198.4158
Leo Komarov,hky,Hockey,Male,27,70.86618,198.4158
Andris Sics,lge,Luge,Male,28,70.86618,198.4158
Arvids Rekis,hky,Hockey,Male,35,70.86618,198.4158
Pavel Datsyuk,hky,Hockey,Male,35,70.86618,198.4158
Matt Duchene,hky,Hockey,Male,23,70.86618,200.62042
Sidney Crosby,hky,Hockey,Male,26,70.86618,200.62042
Tim Jitloff,alp,Alpine Skiing,Male,29,70.86618,200.62042
Per-Age Skroder,hky,Hockey,Male,35,70.86618,202.82504
Maximilian Arndt,bbs,Bobseld,Male,26,70.86618,205.02966
Marco Sullivan,alp,Alpine Skiing,Male,33,70.86618,205.02966
Jeahan Oh,bbs,Bobseld,Male,22,70.86618,209.4389
Jonas Holos,hky,Hockey,Male,26,70.86618,209.4389
Nick Cunningham,bbs,Bobseld,Male,28,70.86618,209.4389
Youngwoo Seo,bbs,Bobseld,Male,22,70.86618,213.84814
Sebastien Gattuso,bbs,Bobseld,Male,42,70.86618,213.84814
Justin Faulk,hky,Hockey,Male,21,70.86618,216.05276
Heath Spence,bbs,Bobseld,Male,33,70.86618,224.87124
Paul Muntean,bbs,Bobseld,Male,29,70.86618,231.4851
Viktor Romanenkov,fgs,Figure Skating,Male,20,71.259881,
Yakov Godorozha,fgs,Figure Skating,Male,20,71.259881,
