name,sport,gender,country,height,weight,age
Leo Komarov,hky,Male,Finland,1.80,90,27
Loui Eriksson,hky,Male,Sweden,1.87,87,28
Susanne Fellner,hky,Female,Germany,1.59,55,28
Alexander Edler,hky,Male,Sweden,1.93,100,27
Jimmy Howard,hky,Male,United States,1.85,99,29
Ryan Mcdonagh,hky,Male,United States,1.85,97,24
Marc-Edouard Vlasic,hky,Male,Canada,1.85,93,26
Gillian Apps,hky,Female,Canada,1.80,80,30
Jessica Hammerl,hky,Female,Germany,1.61,61,25
Melodie Daoust,hky,Female,Canada,1.63,71,22
Anna Shukina,hky,Female,Russian Fed.,1.71,76,26
Mikelis Redlihs,hky,Male,Latvia,1.80,83,29
Jonathan Ericsson,hky,Male,Sweden,1.95,102,29
Martins Karsums,hky,Male,Latvia,1.78,90,27
Olga Sosina,hky,Female,Russian Fed.,1.60,66,21
Morten Ask,hky,Male,Norway,1.85,91,33
Kari Lehtonen,hky,Male,Finland,1.93,91,30
Jhonas Enroth,hky,Male,Sweden,1.80,75,25
Jori Lehtera,hky,Male,Finland,1.87,97,26
Ondrej Palat,hky,Male,Czech Republic,1.81,79,22
Linnea Backman,hky,Female,Sweden,1.66,65,22
Anna Kilponen,hky,Female,Finland,1.69,74,18
Justin Faulk,hky,Male,United States,1.80,98,21
Alexandra Vafina,hky,Female,Russian Fed.,1.68,57,23
Manuela Anwander,hky,Female,Germany,1.64,68,22
Monika Bittner,hky,Female,Germany,,,26
Jaroslav Halak,hky,Male,Slovakia,1.79,84,28
Armands Berzins,hky,Male,Latvia,1.92,97,30
David Backes,hky,Male,United States,1.91,99,29
Jayna Hefford,hky,Female,Canada,1.63,63,36
Aleksander Barkov,hky,Male,Finland,1.90,91,18
Bostjan Golicic,hky,Male,Slovenia,1.83,89,24
Roman Josi,hky,Male,Switzerland,1.88,90,23
Jocelyne Lamoureux,hky,Female,United States,1.68,70,24
Sami Lepisto,hky,Male,Finland,1.85,88,29
Ziga Jeglic,hky,Male,Slovenia,1.85,80,25
Ilya Nikulin,hky,Male,Russian Fed.,1.91,101,31
Ryan Gardner,hky,Male,Switzerland,1.98,103,35
Angela Frautschi,hky,Female,Switzerland,1.69,73,26
Herberts Vasiljevs,hky,Male,Latvia,1.81,80,37
Alexander Steen,hky,Male,Sweden,1.84,93,29
Nana Fujimoto,hky,Female,Japan,1.63,54,24
Florian Iberer,hky,Male,Austria,1.85,95,31
Vyacheslav Voinov,hky,Male,Russian Fed.,1.80,83,24
Ales Music,hky,Male,Slovenia,1.76,83,31
Martin Marincin,hky,Male,Slovakia,1.92,82,21
Alexander Ovechkin,hky,Male,Russian Fed.,1.88,106,28
Krisjanis Redlihs,hky,Male,Latvia,1.89,93,33
Michal Handzus,hky,Male,Slovakia,1.96,98,36
Yelena Dergachyova,hky,Female,Russian Fed.,1.59,55,18
Josefine Holmgren,hky,Female,Sweden,1.73,68,20
Zbynek Michalek,hky,Male,Czech Republic,1.89,95,31
Michael Grabner,hky,Male,Austria,1.86,85,26
Alexander Salak,hky,Male,Czech Republic,1.86,86,27
Iya Gavrilova,hky,Female,Russian Fed.,1.73,61,26
Jocelyne Larocque,hky,Female,Canada,1.70,63,25
Kristaps Sotnieks,hky,Male,Latvia,1.84,87,27
Martin Pluss,hky,Male,Switzerland,1.75,85,36
Anja Weisser,hky,Female,Germany,1.74,74,22
Mark Streit,hky,Male,Switzerland,1.81,93,36
Brianne Mclaughlin,hky,Female,United States,1.74,60,26
Tomas Marcinko,hky,Male,Slovakia,1.93,94,25
Ivan Baranka,hky,Male,Slovakia,1.89,91,28
Andrej Tavzelj,hky,Male,Slovenia,1.87,97,29
Rene Vydareny,hky,Male,Slovakia,1.85,97,32
Oliver Ekman-Larsson,hky,Male,Sweden,1.88,86,22
Sofia Engstrom,hky,Female,Sweden,1.63,63,25
Stefanie Marty,hky,Female,Switzerland,1.67,70,25
Thomas Vanek,hky,Male,Austria,1.88,94,30
Andi Langenhan,lge,Male,Germany,1.81,83,29
Valentin Cretu,lge,Male,Romania,1.80,88,24
Reinhard Egger,lge,Male,Austria,1.91,96,24
Te-An Lien,lge,Male,Chinese Taipei,1.77,70,19
Miriam Kastlunger,lge,Female,Austria,1.69,67,20
Vladislav Antonov,lge,Male,Russian Fed.,1.79,80,22
Emanuel Rieder,lge,Male,Italy,1.79,82,20
Eunryung Sung,lge,Female,Korea,1.64,58,21
Bogdan Macovei,lge,Male,Rep. of Moldova,1.72,70,31
David Moeller,lge,Male,Germany,1.88,85,32
Natalie Geisenberger,lge,Female,Germany,1.83,76,26
Natalja Khoreva,lge,Female,Russian Fed.,1.68,68,27
Patrick Gruber,lge,Male,Italy,1.71,75,36
Tristan Walker,lge,Male,Canada,1.85,88,22
Summer Britcher,lge,Female,United States,1.80,71,19
Alexandru Teodorescu,lge,Male,Romania,1.69,70,21
Jozef Petrulak,lge,Male,Slovakia,1.73,70,19
Aidan Kelly,lge,Male,United States,1.88,88,19
Raluca Stramaturaru,lge,Female,Romania,1.74,74,28
Wolfgang Kindl,lge,Male,Austria,1.66,78,25
Mitchel Malyk,lge,Male,Canada,1.84,86,18
Matthew Mortensen,lge,Male,United States,1.83,76,28
Peter Penz,lge,Male,Austria,1.86,95,29
Sascha Benecken,lge,Male,Germany,1.78,74,24
Vladislav Yuzhakov,lge,Male,Russian Fed.,1.85,90,28
Christian Oberstolz,lge,Male,Italy,1.78,85,36
Shiva Keshavan,lge,Male,India,1.83,85,32
Tatyana Ivanova,lge,Female,Russian Fed.,1.73,70,23
Donghyeon Kim,lge,Male,Korea,1.81,90,22
Yelizaveta Axenova,lge,Female,Kazakhstan,1.68,60,18
Alexander Denisyev,lge,Male,Russian Fed.,1.89,100,22
Andrea Voetter,lge,Female,Italy,1.68,73,18
Ekaterina Baturina,lge,Female,Russian Fed.,,,21
Justin Snith,lge,Male,Canada,1.76,74,22
Semen Pavlichenko,lge,Male,Russian Fed.,1.80,76,22
Radu Sovaiala,lge,Male,Romania,1.87,80,21
Antonin Broz,lge,Male,Czech Republic,1.74,78,26
Thor Haug Noerbech,lge,Male,Norway,1.75,75,25
Andriy Mandziy,lge,Male,Ukraine,1.88,95,25
Albert Demchenko,lge,Male,Russian Fed.,1.85,95,42
Andriy Kis,lge,Male,Ukraine,1.86,92,31
Patryk Poreba,lge,Male,Poland,1.82,80,21
Karol Mikrut,lge,Male,Poland,1.76,76,21
Inars Kivlenieks,lge,Male,Latvia,1.83,88,27
Toni Eggert,lge,Male,Germany,1.91,85,25
Alexander Ferlazzo,lge,Male,Australia,1.85,75,18
Morgane Bonnefoy,lge,Female,France,1.64,68,23
Christian Niccum,lge,Male,United States,1.91,86,36
Jinyong Park,lge,Male,Korea,1.79,90,20
Natalia Wojtusciszyn,lge,Female,Poland,1.65,63,21
Jung Myung Cho,lge,Male,Korea,1.76,74,20
Patrick Rastner,lge,Male,Italy,1.70,63,20
Eliza Tiruma,lge,Female,Latvia,1.70,72,23
Armin Zoeggeler,lge,Male,Italy,1.81,88,40
Oleksandr Obolonchyk,lge,Male,Ukraine,1.92,83,22
Nina Reithmayer,lge,Female,Austria,1.70,69,29
Kimberley Mcrae,lge,Female,Canada,1.73,61,21
Tucker West,lge,Male,United States,1.85,82,18
Samuel Edney,lge,Male,Canada,1.88,95,29
Tobias Wendl,lge,Male,Germany,1.84,88,26
Arianne Jones,lge,Female,Canada,1.64,60,23
Stanislav Benyov,lge,Male,Bulgaria,1.89,90,22
Kristaps Maurins,lge,Male,Latvia,1.92,92,22
Karol Stuchlak,lge,Male,Slovakia,1.80,65,23
Dominik Fischnaller,lge,Male,Italy,1.73,61,20
Ewa Kuls,lge,Female,Poland,1.77,63,22
Lukas Broz,lge,Male,Czech Republic,1.86,92,28
Martina Kocher,lge,Female,Switzerland,1.71,60,28
Olena Stetskiv,lge,Female,Ukraine,1.73,75,19
Aleksander Peretyagin,lge,Male,Russian Fed.,1.80,75,22
Daniel Pfister,lge,Male,Austria,1.83,95,27
Andreas Linger,lge,Male,Austria,1.84,85,32
Georg Fischler,lge,Male,Austria,1.73,73,28
Oskars Gudramovics,lge,Male,Latvia,1.74,71,25
Alex Gough,lge,Female,Canada,1.71,70,26
Juris Sics,lge,Male,Latvia,1.74,82,30
Kate Hansen,lge,Female,United States,1.73,73,21
Christopher Mazdzer,lge,Male,United States,1.85,93,25
Viera Gburova,lge,Female,Slovakia,1.70,70,22
Ludwig Rieder,lge,Male,Italy,1.90,72,22
Sandra Robatscher,lge,Female,Italy,1.71,64,18
Marek Solcansky,lge,Male,Slovakia,1.85,76,21
Vladimir Makhnutin,lge,Male,Russian Fed.,1.75,78,26
Ondrej Hyman,lge,Male,Czech Republic,1.89,85,27
Bruno Banani,lge,Male,Tonga,1.84,89,26
Maciej Kurowski,lge,Male,Poland,1.85,94,27
Anke Wischnewski,lge,Female,Germany,1.78,77,36
Hidenari Kanayama,lge,Male,Japan,1.69,78,23
John Fennell,lge,Male,Canada,1.91,92,18
Marian Zemanik,lge,Male,Slovakia,1.86,79,21
Ulla Zirne,lge,Female,Latvia,1.72,67,18
Birgit Platzer,lge,Female,Austria,1.71,62,21
Tatjana Huefner,lge,Female,Germany,1.78,77,30
Tobias Arlt,lge,Male,Germany,1.78,77,26
Toennes Stang Rolfsen,lge,Male,Norway,,,26
Erin Hamlin,lge,Female,United States,1.70,73,27
Gregory Carigiet,lge,Male,Switzerland,1.83,85,26
Olena Shkhumova,lge,Female,Ukraine,1.78,87,20
Preston Griffall,lge,Male,United States,1.77,70,29
Jozef Ninis,lge,Male,Slovakia,1.76,90,32
Sandra Gasparini,lge,Female,Italy,1.73,68,23
Martins Rubenis,lge,Male,Latvia,1.84,90,35
Wolfgang Linger,lge,Male,Austria,1.77,75,31
Peteris Kalnins,lge,Male,Latvia,1.72,72,25
Vendula Kotenova,lge,Female,Czech Republic,1.68,65,19
Jayson Terdiman,lge,Male,United States,1.70,69,25
Andris Sics,lge,Male,Latvia,1.80,90,28
Felix Loch,lge,Male,Germany,1.90,90,24
Jo Alexander Koppang,lge,Male,Norway,,,25
Roman Zakharkiv,lge,Male,Ukraine,1.74,70,23
Todd Lodwick,ndc,Male,United States,1.79,68,37
Marjan Jelenko,ndc,Male,Slovenia,1.77,69,22
Giuseppe Michielli,ndc,Male,Italy,1.70,68,28
Lukas Klapfer,ndc,Male,Austria,1.82,70,28
Bernhard Gruber,ndc,Male,Austria,1.85,71,31
Hugo Buffard,ndc,Male,France,1.77,64,19
Bill Demong,ndc,Male,United States,1.79,66,33
Eetu Vaehaesoeyrinki,ndc,Male,Finland,1.74,61,23
Mario Stecher,ndc,Male,Austria,1.77,62,36
Tomas Slavik,ndc,Male,Czech Republic,1.79,68,32
Tino Edelmann,ndc,Male,Germany,1.85,72,28
Kristjan Ilves,ndc,Male,Estonia,1.76,63,17
Joergen Graabak,ndc,Male,Norway,1.85,,22
Akito Watabe,ndc,Male,Japan,1.73,60,25
Johannes Rydzek,ndc,Male,Germany,1.80,62,22
Bjoern Kircheisen,ndc,Male,Germany,1.87,69,30
Miroslav Dvorak,ndc,Male,Czech Republic,1.80,66,26
Adam Cieslar,ndc,Male,Poland,1.75,57,21
Magnus Hovdal Moan,ndc,Male,Norway,1.90,,30
Mitja Oranic,ndc,Male,Slovenia,1.72,70,27
Janne Ryynaenen,ndc,Male,Finland,1.75,58,26
Tomas Portyk,ndc,Male,Czech Republic,1.78,67,17
Taihei Kato,ndc,Male,Japan,1.69,59,29
Bryan Fletcher,ndc,Male,United States,1.75,66,27
Tim Hug,ndc,Male,Switzerland,1.86,72,26
Sebastien Lacroix,ndc,Male,France,1.90,80,30
Wilhelm Denifl,ndc,Male,Austria,1.78,69,33
Samuel Costa,ndc,Male,Italy,1.84,74,21
Yoshito Watabe,ndc,Male,Japan,1.71,58,22
Armin Bauer,ndc,Male,Italy,1.74,69,23
Fabian Riessle,ndc,Male,Germany,1.71,62,23
Ernest Yahin,ndc,Male,Russian Fed.,1.78,65,23
Haavard Klemetsen,ndc,Male,Norway,1.81,,35
Magnus Krog,ndc,Male,Norway,1.87,,26
Ivan Panin,ndc,Male,Russian Fed.,1.72,61,26
Eric Frenzel,ndc,Male,Germany,1.76,60,25
Hideaki Nagai,ndc,Male,Japan,1.70,62,30
Han Hendrik Piho,ndc,Male,Estonia,1.76,66,20
Mikko Kokslien,ndc,Male,Norway,1.86,,28
Pavel Churavy,ndc,Male,Czech Republic,1.79,69,36
Lukas Runggaldier,ndc,Male,Italy,1.70,63,26
Ilkka Herola,ndc,Male,Finland,1.77,55,18
Francois Braud,ndc,Male,France,1.77,65,27
Gasper Berlot,ndc,Male,Slovenia,1.84,74,23
Karl-August Tiirmaa,ndc,Male,Estonia,1.79,66,24
Mikke Leinonen,ndc,Male,Finland,1.80,68,22
Christoph Bieler,ndc,Male,Austria,1.82,70,36
Niyaz Nabeev,ndc,Male,Russian Fed.,1.82,67,24
Taylor Fletcher,ndc,Male,United States,1.82,70,23
Yusuke Minato,ndc,Male,Japan,1.83,75,28
Jason Lamy Chappuis,ndc,Male,France,1.79,66,27
Evgeniy Klimov,ndc,Male,Russian Fed.,1.85,70,20
Viktor Pasichnyk,ndc,Male,Ukraine,1.83,72,21
Maxime Laheurte,ndc,Male,France,1.73,60,28
Alessandro Pittin,ndc,Male,Italy,1.66,62,24
Anthony Lobello,sht,Male,Italy,1.81,76,29
Michael Gilday,sht,Male,Canada,1.75,73,27
Freek Van Der Wart,sht,Male,Netherlands,1.83,80,26
Veronique Pierron,sht,Female,France,1.72,60,24
Ekaterina Baranok,sht,Female,Russian Fed.,1.68,56,21
Sofia Prosvirnova,sht,Female,Russian Fed.,1.67,60,16
Bence Beres,sht,Male,Hungary,1.80,77,21
Lucia Peretti,sht,Female,Italy,1.63,50,23
Bernadett Heidum,sht,Female,Hungary,1.69,60,25
Dmitry Migunov,sht,Male,Russian Fed.,1.77,72,21
Tatiana Borodulina,sht,Female,Russian Fed.,1.60,52,29
Sanne Van Kerkhof,sht,Female,Netherlands,1.63,54,26
Tommaso Dotti,sht,Male,Italy,1.87,79,20
Vladislav Bykanov,sht,Male,Israel,1.86,84,24
Ruslan Zakharov,sht,Male,Russian Fed.,1.73,72,26
Qiuhong Liu,sht,Female,China,1.63,56,25
Jessica Hewitt,sht,Female,Canada,1.65,53,27
Olga Belyakova,sht,Female,Russian Fed.,1.75,60,25
Kyle Carr,sht,Male,United States,1.78,79,27
Olivier Jean,sht,Male,Canada,1.88,83,29
Jessica Smith,sht,Female,United States,1.52,53,30
Sandor Liu Shaolin,sht,Male,Hungary,1.81,76,18
Emily Scott,sht,Female,United States,1.60,51,25
Lara Van Ruijven,sht,Female,Netherlands,1.68,58,21
Jon Eley,sht,Male,Great Britain,1.86,79,29
Jingnan Shi,sht,Male,China,1.75,66,19
Safiya Vlasova,sht,Female,Ukraine,1.70,57,22
Agne Sereikaite,sht,Female,Lithuania,1.74,65,19
Yang Zhou,sht,Female,China,1.65,62,22
Maksim Siarheyu,sht,Male,Belarus,1.85,75,22
Rianne De Vries,sht,Female,Netherlands,1.68,57,23
Cecilia Maffei,sht,Female,Italy,1.65,60,29
Jessica Gregg,sht,Female,Canada,1.74,62,25
Patrycja Maliszewska,sht,Female,Poland,1.71,62,25
Aydar Bekzhanov,sht,Male,Kazakhstan,1.74,68,20
Sjinkie Knegt,sht,Male,Netherlands,1.75,70,24
Christiaan Bokkerink,sht,Male,Netherlands,1.74,64,21
Anna Seidel,sht,Female,Germany,1.63,43,15
Deanna Lockett,sht,Female,Australia,1.63,48,18
Veronika Windisch,sht,Female,Austria,1.62,56,31
Richard Shoebridge,sht,Male,Great Britain,1.75,75,28
Wenhao Liang,sht,Male,China,1.70,65,21
Pan To Barton Lui,sht,Male,"Hong Kong, CHN",1.73,66,20
Nicola Rodigari,sht,Male,Italy,1.71,71,32
Aslan Daumov,sht,Male,Kazakhstan,1.73,66,25
Charle Cournoyer,sht,Male,Canada,1.73,68,22
Yuzo Takamido,sht,Male,Japan,1.70,63,26
Elena Viviani,sht,Female,Italy,1.64,62,21
Valerie Maltais,sht,Female,Canada,1.65,62,23
Inna Simonova,sht,Female,Kazakhstan,1.54,48,23
Jordan Malone,sht,Male,United States,1.68,62,29
Sayuri Shimizu,sht,Female,Japan,1.67,53,25
Volha Talayeva,sht,Female,Belarus,1.67,58,27
Roberto Pukitis,sht,Male,Latvia,1.71,71,19
Marie-Eve Drolet,sht,Female,Canada,1.67,60,32
Jorien Ter Mors,sht,Female,Netherlands,1.81,68,24
Han-Bin Lee,sht,Male,Korea,1.80,71,25
Daan Breeuwsma,sht,Male,Netherlands,1.81,73,26
Robert Seifert,sht,Male,Germany,1.80,83,26
Yara Van Kerkhof,sht,Female,Netherlands,1.65,52,23
Davide Viscardi,sht,Male,Italy,1.69,72,23
Niels Kerstholt,sht,Male,Netherlands,1.80,76,30
Katerina Novotna,sht,Female,Czech Republic,1.61,57,29
Dequan Chen,sht,Male,China,1.76,66,18
Denis Nikisha,sht,Male,Kazakhstan,1.78,72,18
Se Yeong Park,sht,Male,Korea,1.72,58,20
Mackenzie Blackburn,sht,Male,Chinese Taipei,1.77,82,21
Maxime Chataignier,sht,Male,France,1.65,65,25
Francois Hamelin,sht,Male,Canada,1.75,73,27
Andrea Keszler,sht,Female,Hungary,1.73,63,24
Marianne St-Gelais,sht,Female,Canada,1.63,62,24
Viktor Knoch,sht,Male,Hungary,1.80,80,24
Alyson Dudek,sht,Female,United States,1.68,58,23
J.R. Celski,sht,Male,United States,1.73,63,23
Vojtech Loudin,sht,Male,Czech Republic,1.85,79,23
Satoshi Sakashita,sht,Male,Japan,1.78,74,24
Vladimir Grigorev,sht,Male,Russian Fed.,1.78,83,31
Jianrou Li,sht,Female,China,1.60,55,27
Ha-Ri Cho,sht,Female,Korea,1.67,53,27
Semen Elistratov,sht,Male,Russian Fed.,1.75,70,23
Biba Sakurai,sht,Female,Japan,1.53,49,24
Thibaut Fauconnet,sht,Male,France,1.73,70,28
Da Woon Sin,sht,Male,Korea,1.74,61,20
Seung-Hi Park,sht,Female,Korea,1.68,58,21
Yuri Confortola,sht,Male,Italy,1.69,69,27
Elise Christie,sht,Female,Great Britain,1.64,58,23
Nurbergen Zhumagaziyev,sht,Male,Kazakhstan,1.72,64,23
Valeriya Reznik,sht,Female,Russian Fed.,1.67,63,28
Yui Sakai,sht,Female,Japan,1.61,56,26
Ayuko Ito,sht,Female,Japan,1.60,54,27
Chris Creveling,sht,Male,United States,1.78,70,27
Pierre Boda,sht,Male,Australia,1.91,79,20
Ho-Suk Lee,sht,Male,Korea,1.68,60,27
Tianyu Han,sht,Male,China,1.73,65,17
Moemi Kikuchi,sht,Female,Japan,1.58,54,21
Sangjeong Kong,sht,Female,Korea,1.61,50,17
Szandra Lajtos,sht,Female,Hungary,1.70,63,27
Alang Kim,sht,Female,Korea,1.68,53,18
Xue Kong,sht,Female,China,1.70,59,22
Kexin Fan,sht,Female,China,1.70,55,20
Eduardo Alvarez,sht,Male,United States,1.75,72,24
Suk Hee Shim,sht,Female,Korea,1.73,56,17
Martina Valcepina,sht,Female,Italy,1.68,60,21
Sebastien Lepape,sht,Male,France,1.89,82,22
Zsofia Konya,sht,Female,Hungary,1.58,56,19
Abzal Azhgaliyev,sht,Male,Kazakhstan,1.74,70,21
Jack Whelbourne,sht,Male,Great Britain,1.71,65,22
Victor An,sht,Male,Russian Fed.,1.70,65,28
Charles Hamelin,sht,Male,Canada,1.75,71,29
Charlotte Gilmartin,sht,Female,Great Britain,1.63,63,23
Dajing Wu,sht,Male,China,1.82,73,19
Arianna Fontana,sht,Female,Italy,1.64,63,23
Tatiana Bodova,sht,Female,Slovakia,1.67,61,22
Ryosuke Sakazume,sht,Male,Japan,1.81,72,23
Rozsa Darazs,sht,Female,Hungary,1.80,65,26
Yun-Jae Kim,sht,Male,Korea,1.68,61,23
Lucy Chaffer,skl,Female,Australia,1.67,58,30
John Fairbairn,skl,Male,Canada,1.77,70,30
Kyle Tress,skl,Male,United States,1.83,88,32
Sarah Reid,skl,Female,Canada,1.57,57,26
Nozomi Komuro,skl,Female,Japan,1.62,63,28
Maria Orlova,skl,Female,Russian Fed.,1.70,72,25
Katie Uhlaender,skl,Female,United States,1.60,64,29
Noelle Pikus-Pace,skl,Female,United States,1.78,72,31
Kristan Bromley,skl,Male,Great Britain,1.78,72,41
Martins Dukurs,skl,Male,Latvia,1.78,66,29
Maria Marinela Mazilu,skl,Female,Romania,1.60,58,22
Maurizio Oioli,skl,Male,Italy,1.84,82,32
Lelde Priedulena,skl,Female,Latvia,1.63,59,20
Alexander Tretiakov,skl,Male,Russian Fed.,1.84,77,28
Sergei Chudinov,skl,Male,Russian Fed.,1.84,80,30
Hiroatsu Takahashi,skl,Male,Japan,1.75,86,29
Eric Neilson,skl,Male,Canada,1.85,87,33
Elizabeth Yarnold,skl,Female,Great Britain,1.72,70,25
Marion Thees,skl,Female,Germany,1.68,62,29
Dorin Velicu,skl,Male,Romania,1.78,80,27
Yuki Sasahara,skl,Male,Japan,1.76,78,29
Anja Huber,skl,Female,Germany,1.71,64,30
Alexandros Kefalas,skl,Male,Greece,1.79,80,29
Mellisa Hollingsworth,skl,Female,Canada,1.72,55,33
Dominic Parsons,skl,Male,Great Britain,1.85,90,26
Marina Gilardoni,skl,Female,Switzerland,1.65,65,26
Hansin Lee,skl,Male,Korea,1.77,80,25
Michelle Steele,skl,Female,Australia,1.64,55,27
Matthew Antoine,skl,Male,United States,1.91,84,28
Ander Mirambell,skl,Male,Spain,1.82,80,31
Matthias Guggenberger,skl,Male,Austria,1.80,80,29
Shelley Rudman,skl,Female,Great Britain,1.67,55,32
Tomass Dukurs,skl,Male,Latvia,1.86,83,32
Sungbin Yun,skl,Male,Korea,1.78,85,19
John Daly,skl,Male,United States,1.75,79,28
Sean Greenwood,skl,Male,Ireland,1.83,90,26
Frank Rommel,skl,Male,Germany,1.81,74,29
Nikita Tregybov,skl,Male,Russian Fed.,1.88,85,19
Raphael Maier,skl,Male,Austria,1.73,70,21
Elena Nikitina,skl,Female,Russian Fed.,1.69,57,21
Katharine Eustace,skl,Female,New Zealand,,,38
John Farrow,skl,Male,Australia,1.88,85,31
Alexander Kroeckel,skl,Male,Germany,1.88,82,23
Olga Potylitsina,skl,Female,Russian Fed.,1.68,62,24
Janine Flock,skl,Female,Austria,1.74,64,24
Sophia Griebel,skl,Female,Germany,1.71,62,23
Ben Sandford,skl,Male,New Zealand,2.00,95,34
Peter Prevc,skj,Male,Slovenia,1.79,64,21
Jakub Janda,skj,Male,Czech Republic,1.79,63,35
Mikhail Maksimochkin,skj,Male,Russian Fed.,1.80,68,20
Noriaki Kasai,skj,Male,Japan,1.77,62,41
Jessica Jerome,skj,Female,United States,1.65,54,27
Dawid Kubacki,skj,Male,Poland,1.80,64,23
Davide Bresadola,skj,Male,Italy,1.71,63,25
Anders Johnson,skj,Male,United States,1.90,75,24
Eva Logar,skj,Female,Slovenia,1.72,57,22
Chiara Hoelzl,skj,Female,Austria,1.52,43,16
Yuta Watase,skj,Male,Japan,1.78,63,31
Janne Happonen,skj,Male,Finland,1.80,63,29
Sara Takanashi,skj,Female,Japan,1.52,45,17
Trevor Morrice,skj,Male,Canada,1.86,70,22
Kamil Stoch,skj,Male,Poland,1.73,55,26
Dusty Korek,skj,Male,Canada,1.77,61,18
Daniel-Andre Tande,skj,Male,Norway,1.82,,20
Atsuko Tanaka,skj,Female,Canada,1.61,50,22
Elena Runggaldier,skj,Female,Italy,1.67,56,23
Jaka Hvala,skj,Male,Slovenia,1.75,61,20
Gregor Schlierenzauer,skj,Male,Austria,1.80,65,24
Piotr Zyla,skj,Male,Poland,1.76,59,27
Thomas Diethart,skj,Male,Austria,1.72,60,21
Ulrike Graessler,skj,Female,Germany,1.75,60,26
Roman Koudelka,skj,Male,Czech Republic,1.71,56,24
Irina Avvakumova,skj,Female,Russian Fed.,1.71,57,22
Daiki Ito,skj,Male,Japan,1.73,58,28
Sarah Hendrickson,skj,Female,United States,1.61,44,19
Taku Takeuchi,skj,Male,Japan,1.75,60,26
Evelyn Insam,skj,Female,Italy,1.75,61,20
Maciej Kot,skj,Male,Poland,1.78,62,22
Jan Ziobro,skj,Male,Poland,1.73,60,22
Marat Zhaparov,skj,Male,Kazakhstan,1.68,75,28
Nicholas Fairall,skj,Male,United States,1.81,68,24
Siim-Tanel Sammelselg,skj,Male,Estonia,1.81,64,20
Maren Lundby,skj,Female,Norway,1.73,,19
Ronan Lamy Chappuis,skj,Male,France,1.78,62,20
Andreas Wellinger,skj,Male,Germany,1.82,65,18
Anders Jacobsen,skj,Male,Norway,1.74,,29
Olli Muotka,skj,Male,Finland,1.80,61,25
Andreas Kofler,skj,Male,Austria,1.80,64,29
Jarkko Maeaettae,skj,Male,Finland,1.69,57,19
Heung-Chul Choi,skj,Male,Korea,1.74,63,32
Gregor Deschwanden,skj,Male,Switzerland,1.85,65,22
Michael Hayboeck,skj,Male,Austria,1.82,65,22
Hyun-Ki Kim,skj,Male,Korea,1.75,63,31
Helena Olsson Smeby,skj,Female,Norway,1.64,,30
Jernej Damjan,skj,Male,Slovenia,1.71,58,30
Sorin Iulian Pitea,skj,Male,Romania,1.74,61,16
Nicholas Alexander,skj,Male,United States,1.81,64,25
Severin Freund,skj,Male,Germany,1.85,67,25
Lukas Hlava,skj,Male,Czech Republic,1.81,62,29
Julia Clair,skj,Female,France,1.63,51,19
Thomas Morgenstern,skj,Male,Austria,1.84,69,27
Taylor Henrich,skj,Female,Canada,1.66,54,18
Katharina Althaus,skj,Female,Germany,1.56,52,17
Carina Vogt,skj,Female,Germany,1.72,62,22
Nico Polychronidis,skj,Male,Greece,1.84,68,24
Jurij Tepes,skj,Male,Slovenia,1.83,63,25
Katja Pozun,skj,Female,Slovenia,1.71,52,20
Line Jahr,skj,Female,Norway,1.64,56,30
Dimitry Vassiliev,skj,Male,Russian Fed.,1.78,68,34
Chil-Ku Kang,skj,Male,Korea,1.74,59,29
Kaarel Nurmsalu,skj,Male,Estonia,1.83,69,22
Matthew Rowley,skj,Male,Canada,1.83,67,20
Antonin Hajek,skj,Male,Czech Republic,1.73,58,27
Alexey Romashov,skj,Male,Russian Fed.,1.75,64,21
Peter Frenette,skj,Male,United States,1.81,66,21
Rune Velta,skj,Male,Norway,1.78,,24
Robert Kranjec,skj,Male,Slovenia,1.75,60,32
Maja Vtic,skj,Female,Slovenia,1.67,55,26
Lindsey Van,skj,Female,United States,1.59,58,29
Seou Choi,skj,Male,Korea,1.62,54,31
Denis Kornilov,skj,Male,Russian Fed.,1.81,65,27
Andreas Wank,skj,Male,Germany,1.90,73,25
Julia Kykkaenen,skj,Female,Finland,1.68,55,19
Anssi Koivuranta,skj,Male,Finland,1.77,63,25
Marinus Kraus,skj,Male,Germany,1.74,59,23
Bigna Windmueller,skj,Female,Switzerland,1.67,51,22
Evgeniy Klimov,skj,Male,Russian Fed.,1.85,70,20
Coline Mattel,skj,Female,France,1.65,57,18
Anders Fannemel,skj,Male,Norway,1.69,,22
Sebastian Colloredo,skj,Male,Italy,1.76,65,26
Anders Bardal,skj,Male,Norway,1.86,,31
Daniela Iraschko-Stolz,skj,Female,Austria,1.63,,30
Roberto Dellasega,skj,Male,Italy,1.84,72,23
Yuki Ito,skj,Female,Japan,1.61,48,19
Spela Rogelj,skj,Female,Slovenia,1.64,55,19
Richard Freitag,skj,Male,Germany,1.73,58,22
Lea Lemare,skj,Female,France,1.66,52,17
Gianina Ernst,skj,Female,Germany,1.55,44,15
Gyda Enger,skj,Female,Norway,1.65,,21
Reruhi Shimizu,skj,Male,Japan,1.72,59,20
Jan Matura,skj,Male,Czech Republic,1.75,62,34
Janne Ahonen,skj,Male,Finland,1.84,66,36
