school,position,county_code,conference
South Florida Bulls,db,0,american-athletic
San Diego Toreros,db,0,pioneer
Samford Bulldogs,db,0,southern
Sacred Heart Pioneers,db,0,northeast
Richmond Spiders,db,0,caa
Prairie View A&M Panthers,db,0,swac
Ohio State Buckeyes,db,0,big-ten
North Dakota State Bison,db,0,missouri-valley
North Dakota,db,0,big-sky
Nicholls State Colonels,db,0,southland
New Hampshire Wildcats,db,0,caa
New Hampshire Wildcats,db,0,caa
Nevada Wolf Pack,db,0,mountain-west
Murray State Racers,db,0,ohio-valley
Montana State Bobcats,db,0,big-sky
Missouri State Bears,db,0,missouri-valley
Mississippi Valley State Delta Devils,db,0,swac
Michigan State Spartans,db,0,big-ten
Miami (FL) Hurricanes,db,0,acc
Memphis Tigers,db,0,american-athletic
Memphis Tigers,db,0,american-athletic
Maryland Terrapins,db,0,acc
Marist Red Foxes,db,0,pioneer
Louisiana-Monroe Warhawks,db,0,sun-belt
Lehigh Mountain Hawks,db,0,patriot-league
James Madison Dukes,db,0,caa
Indiana Hoosiers,db,0,big-ten
Indiana Hoosiers,db,0,big-ten
Indiana Hoosiers,db,0,big-ten
Incarnate Word Cardinals,db,0,fcs-independents
Illinois State Redbirds,db,0,missouri-valley
Illinois Fighting Illini,db,0,big-ten
Houston Baptist Huskies,db,0,fcs-independents
Houston Baptist Huskies,db,0,fcs-independents
Houston Baptist Huskies,db,0,fcs-independents
Holy Cross Crusaders,db,0,patriot-league
Hampton Pirates,db,0,meac
Grambling State Tigers,db,0,swac
Georgia State Panthers,db,0,sun-belt
Georgia Southern Eagles,db,0,southern
Georgetown Hoyas,db,0,patriot-league
Furman Paladins,db,0,southern
Florida International Golden Panthers,db,0,conference-usa
Davidson Wildcats,db,0,pioneer
Dartmouth Big Green,db,0,ivy
Connecticut Huskies,db,0,american-athletic
Columbia Lions,db,0,ivy
Columbia Lions,db,0,ivy
Columbia Lions,db,0,ivy
Columbia Lions,db,0,ivy
Cincinnati Bearcats,db,0,american-athletic
Charleston Southern Buccaneers,db,0,big-south
Central Michigan Chippewas,db,0,mid-american
Central Arkansas Bears,db,0,southland
Butler Bulldogs,db,0,pioneer
Butler Bulldogs,db,0,pioneer
Bucknell Bison,db,0,patriot-league
Bryant Bulldogs,db,0,northeast
Bethune-Cookman Wildcats,db,0,meac
Bethune-Cookman Wildcats,db,0,meac
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Ball State Cardinals,db,0,mid-american
Arkansas State Red Wolves,db,0,sun-belt
Arkansas Razorbacks,db,0,sec
Arkansas Razorbacks,db,0,sec
Arizona Wildcats,db,0,pac-12
Arizona Wildcats,db,0,pac-12
Alabama A&M Bulldogs,db,0,swac
Alabama A&M Bulldogs,db,0,swac
Air Force Falcons,db,0,mountain-west
Texas State Bobcats,wr,1001,sun-belt
Alabama State Hornets,wr,1001,swac
Alabama State Hornets,wr,1001,swac
Alabama State Hornets,wr,1001,swac
Alabama State Hornets,wr,1001,swac
Alabama Crimson Tide,te,1001,sec
Alabama State Hornets,rb,1001,swac
Kentucky Wildcats,qb,1001,sec
Georgia Tech Yellow Jackets,qb,1001,acc
Southern Miss Golden Eagles,ol,1001,conference-usa
Ole Miss Rebels,ol,1001,sec
Jacksonville State Gamecocks,ol,1001,ohio-valley
Southern Illinois Salukis,lb,1001,missouri-valley
Arkansas State Red Wolves,lb,1001,sun-belt
Arkansas State Red Wolves,lb,1001,sun-belt
Kentucky Wildcats,k-p,1001,sec
South Alabama Jaguars,dl,1001,sun-belt
South Alabama Jaguars,dl,1001,sun-belt
Florida State Seminoles,dl,1001,acc
Jacksonville State Gamecocks,db,1001,ohio-valley
Alabama Crimson Tide,db,1001,sec
Troy Trojans,wr,1003,sun-belt
Southern Illinois Salukis,wr,1003,missouri-valley
South Alabama Jaguars,wr,1003,sun-belt
Morehead State Eagles,wr,1003,pioneer
Chattanooga Mocs,wr,1003,southern
Alabama Crimson Tide,wr,1003,sec
Alabama A&M Bulldogs,wr,1003,swac
Western Kentucky Hilltoppers,rb,1003,sun-belt
Nicholls State Colonels,rb,1003,southland
Alabama Crimson Tide,rb,1003,sec
Troy Trojans,qb,1003,sun-belt
Northwestern State Demons,qb,1003,southland
Mississippi State Bulldogs,ol,1003,sec
Louisiana-Monroe Warhawks,ol,1003,sun-belt
Louisiana-Lafayette Ragin' Cajuns,ol,1003,sun-belt
Louisiana-Lafayette Ragin' Cajuns,ol,1003,sun-belt
Austin Peay Governors,ol,1003,ohio-valley
Auburn Tigers,ol,1003,sec
Auburn Tigers,ol,1003,sec
Arkansas State Red Wolves,ol,1003,sun-belt
Vanderbilt Commodores,lb,1003,sec
UAB Blazers,lb,1003,conference-usa
Texas Tech Red Raiders,lb,1003,big-12
South Carolina Gamecocks,lb,1003,sec
Ole Miss Rebels,lb,1003,sec
Louisiana-Lafayette Ragin' Cajuns,lb,1003,sun-belt
Florida A&M Rattlers,lb,1003,meac
Auburn Tigers,lb,1003,sec
Alabama Crimson Tide,lb,1003,sec
South Florida Bulls,dl,1003,american-athletic
Samford Bulldogs,dl,1003,southern
Georgia Tech Yellow Jackets,dl,1003,acc
Alabama A&M Bulldogs,dl,1003,swac
Vanderbilt Commodores,db,1003,sec
UAB Blazers,db,1003,conference-usa
Samford Bulldogs,db,1003,southern
Samford Bulldogs,db,1003,southern
Nicholls State Colonels,db,1003,southland
Jackson State Tigers,db,1003,swac
Florida State Seminoles,db,1003,acc
Alabama State Hornets,db,1003,swac
Alabama State Hornets,db,1003,swac
Alabama Crimson Tide,db,1003,sec
Alabama Crimson Tide,db,1003,sec
Jackson State Tigers,qb,1005,swac
Samford Bulldogs,lb,1005,southern
Arkansas State Red Wolves,lb,1005,sun-belt
Troy Trojans,dl,1005,sun-belt
Auburn Tigers,dl,1005,sec
Jacksonville State Gamecocks,db,1005,ohio-valley
Mississippi Valley State Delta Devils,qb,1007,swac
UAB Blazers,lb,1007,conference-usa
UAB Blazers,dl,1007,conference-usa
UAB Blazers,te,1009,conference-usa
Middle Tennessee Blue Raiders,ol,1009,conference-usa
Jacksonville State Gamecocks,ol,1009,ohio-valley
Charleston Southern Buccaneers,ol,1009,big-south
Samford Bulldogs,dl,1009,southern
Troy Trojans,db,1011,sun-belt
Southern Miss Golden Eagles,db,1013,conference-usa
UAB Blazers,wr,1015,conference-usa
Jacksonville State Gamecocks,wr,1015,ohio-valley
Jacksonville State Gamecocks,rb,1015,ohio-valley
Jacksonville State Gamecocks,rb,1015,ohio-valley
Auburn Tigers,rb,1015,sec
Louisville Cardinals,ol,1015,american-athletic
Jacksonville State Gamecocks,ol,1015,ohio-valley
Jacksonville State Gamecocks,ol,1015,ohio-valley
Alabama State Hornets,ol,1015,swac
Alabama Crimson Tide,ol,1015,sec
Samford Bulldogs,lb,1015,southern
LSU Tigers,lb,1015,sec
Jacksonville State Gamecocks,lb,1015,ohio-valley
Vanderbilt Commodores,dl,1015,sec
Troy Trojans,dl,1015,sun-belt
Tennessee Volunteers,dl,1015,sec
Mississippi State Bulldogs,dl,1015,sec
Alabama A&M Bulldogs,dl,1015,swac
Ole Miss Rebels,db,1015,sec
Morehead State Eagles,db,1015,pioneer
Memphis Tigers,db,1015,american-athletic
Jacksonville State Gamecocks,db,1015,ohio-valley
Alabama State Hornets,ol,1017,swac
UAB Blazers,lb,1017,conference-usa
Army Black Knights,lb,1017,fbs-independents
Arizona State Sun Devils,lb,1017,pac-12
Alabama A&M Bulldogs,dl,1017,swac
Troy Trojans,db,1017,sun-belt
Tennessee Tech Golden Eagles,db,1017,ohio-valley
Jacksonville State Gamecocks,db,1017,ohio-valley
Alabama State Hornets,db,1017,swac
Jacksonville State Gamecocks,wr,1019,ohio-valley
Jacksonville State Gamecocks,te,1021,ohio-valley
Miami (FL) Hurricanes,ol,1023,acc
South Alabama Jaguars,lb,1023,sun-belt
Valparaiso Crusaders,dl,1023,pioneer
South Alabama Jaguars,wr,1025,sun-belt
Jacksonville State Gamecocks,wr,1025,ohio-valley
Alabama State Hornets,te,1025,swac
Mississippi Valley State Delta Devils,ol,1025,swac
Alabama A&M Bulldogs,lb,1025,swac
South Alabama Jaguars,dl,1025,sun-belt
South Alabama Jaguars,dl,1025,sun-belt
Troy Trojans,db,1025,sun-belt
Jacksonville State Gamecocks,db,1025,ohio-valley
UAB Blazers,wr,1027,conference-usa
Jacksonville State Gamecocks,lb,1027,ohio-valley
Arkansas State Red Wolves,db,1029,sun-belt
Troy Trojans,wr,1031,sun-belt
Troy Trojans,rb,1031,sun-belt
Samford Bulldogs,ol,1031,southern
Auburn Tigers,ol,1031,sec
Alabama A&M Bulldogs,dl,1031,swac
Troy Trojans,db,1031,sun-belt
South Alabama Jaguars,db,1031,sun-belt
Samford Bulldogs,wr,1033,southern
LSU Tigers,te,1033,sec
Tennessee Volunteers,rb,1033,sec
South Alabama Jaguars,ol,1033,sun-belt
Navy Midshipmen,ol,1033,fbs-independents
Louisiana Tech Bulldogs,lb,1033,conference-usa
Alabama Crimson Tide,dl,1033,sec
Mississippi State Bulldogs,db,1033,sec
Alabama Crimson Tide,db,1033,sec
Alabama A&M Bulldogs,db,1033,swac
Jacksonville State Gamecocks,wr,1037,ohio-valley
Samford Bulldogs,db,1037,southern
Alabama A&M Bulldogs,wr,1041,swac
Troy Trojans,ol,1041,sun-belt
South Alabama Jaguars,ol,1041,sun-belt
Idaho State Bengals,wr,1043,big-sky
Samford Bulldogs,te,1043,southern
Samford Bulldogs,te,1043,southern
Jacksonville State Gamecocks,te,1043,ohio-valley
Clemson Tigers,ol,1043,acc
Troy Trojans,rb,1045,sun-belt
Auburn Tigers,dl,1045,sec
Arkansas State Red Wolves,dl,1045,sun-belt
Middle Tennessee Blue Raiders,ol,1047,conference-usa
Tulane Green Wave,dl,1047,conference-usa
Auburn Tigers,dl,1047,sec
Arkansas State Red Wolves,dl,1047,sun-belt
Jacksonville State Gamecocks,db,1047,ohio-valley
Alabama Crimson Tide,db,1047,sec
Alabama A&M Bulldogs,db,1047,swac
Samford Bulldogs,ol,1049,southern
Jacksonville State Gamecocks,ol,1049,ohio-valley
Chattanooga Mocs,ol,1049,southern
Jacksonville State Gamecocks,lb,1049,ohio-valley
Louisiana Tech Bulldogs,k-p,1049,conference-usa
South Alabama Jaguars,db,1049,sun-belt
Jacksonville State Gamecocks,db,1049,ohio-valley
Arkansas State Red Wolves,wr,1051,sun-belt
Alabama State Hornets,wr,1051,swac
Alabama A&M Bulldogs,wr,1051,swac
Troy Trojans,rb,1051,sun-belt
Alabama State Hornets,ol,1051,swac
Alabama A&M Bulldogs,ol,1051,swac
UAB Blazers,lb,1051,conference-usa
Mississippi State Bulldogs,lb,1051,sec
UAB Blazers,k-p,1051,conference-usa
Troy Trojans,dl,1051,sun-belt
South Alabama Jaguars,db,1051,sun-belt
Georgia Tech Yellow Jackets,db,1051,acc
Alabama Crimson Tide,db,1051,sec
Auburn Tigers,dl,1053,sec
Mississippi State Bulldogs,wr,1055,sec
Liberty Flames,wr,1055,big-south
Kentucky Wildcats,wr,1055,sec
South Alabama Jaguars,te,1055,sun-belt
Louisiana-Lafayette Ragin' Cajuns,rb,1055,sun-belt
Florida A&M Rattlers,rb,1055,meac
Clemson Tigers,rb,1055,acc
Yale Bulldogs,ol,1055,ivy
Jacksonville State Gamecocks,ol,1055,ohio-valley
Troy Trojans,lb,1055,sun-belt
Southern Miss Golden Eagles,lb,1055,conference-usa
South Alabama Jaguars,lb,1055,sun-belt
Citadel Bulldogs,lb,1055,southern
Auburn Tigers,lb,1055,sec
Alabama State Hornets,lb,1055,swac
Auburn Tigers,k-p,1055,sec
Troy Trojans,dl,1055,sun-belt
Tennessee Tech Golden Eagles,dl,1055,ohio-valley
Tennessee State Tigers,dl,1055,ohio-valley
Louisville Cardinals,dl,1055,american-athletic
Louisiana-Lafayette Ragin' Cajuns,db,1055,sun-belt
Western Kentucky Hilltoppers,lb,1057,sun-belt
Alabama A&M Bulldogs,db,1059,swac
Middle Tennessee Blue Raiders,wr,1065,conference-usa
Duke Blue Devils,te,1065,acc
Chattanooga Mocs,dl,1065,southern
Murray State Racers,wr,1067,ohio-valley
Alabama State Hornets,rb,1067,swac
Alcorn State Braves,ol,1067,swac
Troy Trojans,wr,1069,sun-belt
Troy Trojans,wr,1069,sun-belt
Southern Illinois Salukis,wr,1069,missouri-valley
LSU Tigers,ol,1069,sec
Wake Forest Demon Deacons,lb,1069,acc
Jacksonville State Gamecocks,lb,1069,ohio-valley
Georgia State Panthers,lb,1069,sun-belt
Auburn Tigers,dl,1069,sec
Florida State Seminoles,db,1069,acc
Auburn Tigers,db,1069,sec
Alabama State Hornets,db,1069,swac
Alabama Crimson Tide,lb,1071,sec
Alabama A&M Bulldogs,k-p,1071,swac
Vanderbilt Commodores,wr,1073,sec
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
UAB Blazers,wr,1073,conference-usa
Troy Trojans,wr,1073,sun-belt
Troy Trojans,wr,1073,sun-belt
Tennessee Tech Golden Eagles,wr,1073,ohio-valley
Southern Miss Golden Eagles,wr,1073,conference-usa
South Alabama Jaguars,wr,1073,sun-belt
Murray State Racers,wr,1073,ohio-valley
Mississippi State Bulldogs,wr,1073,sec
Jacksonville State Gamecocks,wr,1073,ohio-valley
Jacksonville State Gamecocks,wr,1073,ohio-valley
Dartmouth Big Green,wr,1073,ivy
Central Arkansas Bears,wr,1073,southland
Auburn Tigers,wr,1073,sec
Auburn Tigers,wr,1073,sec
Auburn Tigers,wr,1073,sec
Auburn Tigers,wr,1073,sec
Alabama Crimson Tide,wr,1073,sec
Alabama Crimson Tide,wr,1073,sec
Alabama Crimson Tide,wr,1073,sec
Alabama Crimson Tide,wr,1073,sec
Alabama A&M Bulldogs,wr,1073,swac
Alabama A&M Bulldogs,wr,1073,swac
Tennessee State Tigers,te,1073,ohio-valley
Stanford Cardinal,te,1073,pac-12
South Alabama Jaguars,te,1073,sun-belt
Samford Bulldogs,te,1073,southern
Memphis Tigers,te,1073,american-athletic
Liberty Flames,te,1073,big-south
Auburn Tigers,te,1073,sec
Alabama Crimson Tide,te,1073,sec
UAB Blazers,rb,1073,conference-usa
UAB Blazers,rb,1073,conference-usa
UAB Blazers,rb,1073,conference-usa
UAB Blazers,rb,1073,conference-usa
Southern University Jaguars,rb,1073,swac
Samford Bulldogs,rb,1073,southern
Samford Bulldogs,rb,1073,southern
Norfolk State Spartans,rb,1073,meac
Nebraska Cornhuskers,rb,1073,big-ten
Navy Midshipmen,rb,1073,fbs-independents
Navy Midshipmen,rb,1073,fbs-independents
Jacksonville State Gamecocks,rb,1073,ohio-valley
Jacksonville State Gamecocks,rb,1073,ohio-valley
Jacksonville State Gamecocks,rb,1073,ohio-valley
Furman Paladins,rb,1073,southern
Columbia Lions,rb,1073,ivy
Auburn Tigers,rb,1073,sec
Alabama A&M Bulldogs,rb,1073,swac
Troy Trojans,qb,1073,sun-belt
Southern Miss Golden Eagles,qb,1073,conference-usa
Samford Bulldogs,qb,1073,southern
Jacksonville State Gamecocks,qb,1073,ohio-valley
Florida State Seminoles,qb,1073,acc
Central Arkansas Bears,qb,1073,southland
Virginia Military Institute Keydets,ol,1073,big-south
UAB Blazers,ol,1073,conference-usa
UAB Blazers,ol,1073,conference-usa
UAB Blazers,ol,1073,conference-usa
Troy Trojans,ol,1073,sun-belt
Tennessee Tech Golden Eagles,ol,1073,ohio-valley
Tennessee Tech Golden Eagles,ol,1073,ohio-valley
Southeast Missouri State Redhawks,ol,1073,ohio-valley
South Alabama Jaguars,ol,1073,sun-belt
South Alabama Jaguars,ol,1073,sun-belt
Samford Bulldogs,ol,1073,southern
Samford Bulldogs,ol,1073,southern
Samford Bulldogs,ol,1073,southern
Navy Midshipmen,ol,1073,fbs-independents
Morgan State Bears,ol,1073,meac
Mississippi Valley State Delta Devils,ol,1073,swac
Mississippi State Bulldogs,ol,1073,sec
Middle Tennessee Blue Raiders,ol,1073,conference-usa
Mercer Bears,ol,1073,pioneer
Mercer Bears,ol,1073,pioneer
Jacksonville State Gamecocks,ol,1073,ohio-valley
Jacksonville State Gamecocks,ol,1073,ohio-valley
Jacksonville State Gamecocks,ol,1073,ohio-valley
Jacksonville State Gamecocks,ol,1073,ohio-valley
Jacksonville State Gamecocks,ol,1073,ohio-valley
Georgia Bulldogs,ol,1073,sec
Chattanooga Mocs,ol,1073,southern
Appalachian State Mountaineers,ol,1073,southern
Alabama State Hornets,ol,1073,swac
Air Force Falcons,ol,1073,mountain-west
Western Kentucky Hilltoppers,lb,1073,sun-belt
Virginia Military Institute Keydets,lb,1073,big-south
Vanderbilt Commodores,lb,1073,sec
UAB Blazers,lb,1073,conference-usa
UAB Blazers,lb,1073,conference-usa
UAB Blazers,lb,1073,conference-usa
UAB Blazers,lb,1073,conference-usa
UAB Blazers,lb,1073,conference-usa
UAB Blazers,lb,1073,conference-usa
UAB Blazers,lb,1073,conference-usa
Troy Trojans,lb,1073,sun-belt
Tennessee Volunteers,lb,1073,sec
Tennessee Volunteers,lb,1073,sec
Tennessee State Tigers,lb,1073,ohio-valley
Southern Miss Golden Eagles,lb,1073,conference-usa
Southern Illinois Salukis,lb,1073,missouri-valley
Samford Bulldogs,lb,1073,southern
Ole Miss Rebels,lb,1073,sec
Mississippi State Bulldogs,lb,1073,sec
Jacksonville State Gamecocks,lb,1073,ohio-valley
Jacksonville State Gamecocks,lb,1073,ohio-valley
Howard Bison,lb,1073,meac
Grambling State Tigers,lb,1073,swac
Georgia Tech Yellow Jackets,lb,1073,acc
Furman Paladins,lb,1073,southern
Columbia Lions,lb,1073,ivy
Campbell Fighting Camels,lb,1073,pioneer
Auburn Tigers,lb,1073,sec
Auburn Tigers,lb,1073,sec
Army Black Knights,lb,1073,fbs-independents
Alabama State Hornets,lb,1073,swac
Alabama Crimson Tide,lb,1073,sec
Troy Trojans,k-p,1073,sun-belt
Samford Bulldogs,k-p,1073,southern
Samford Bulldogs,k-p,1073,southern
Dartmouth Big Green,k-p,1073,ivy
Virginia Military Institute Keydets,dl,1073,big-south
Vanderbilt Commodores,dl,1073,sec
UAB Blazers,dl,1073,conference-usa
UAB Blazers,dl,1073,conference-usa
UAB Blazers,dl,1073,conference-usa
Troy Trojans,dl,1073,sun-belt
Tennessee Tech Golden Eagles,dl,1073,ohio-valley
Tennessee State Tigers,dl,1073,ohio-valley
Southern Miss Golden Eagles,dl,1073,conference-usa
Southern Miss Golden Eagles,dl,1073,conference-usa
Southeast Missouri State Redhawks,dl,1073,ohio-valley
South Alabama Jaguars,dl,1073,sun-belt
South Alabama Jaguars,dl,1073,sun-belt
South Alabama Jaguars,dl,1073,sun-belt
Samford Bulldogs,dl,1073,southern
Samford Bulldogs,dl,1073,southern
Princeton Tigers,dl,1073,ivy
Oregon State Beavers,dl,1073,pac-12
Ole Miss Rebels,dl,1073,sec
North Carolina State Wolfpack,dl,1073,acc
Mississippi State Bulldogs,dl,1073,sec
Jacksonville State Gamecocks,dl,1073,ohio-valley
Chattanooga Mocs,dl,1073,southern
Bethune-Cookman Wildcats,dl,1073,meac
Austin Peay Governors,dl,1073,ohio-valley
Auburn Tigers,dl,1073,sec
Auburn Tigers,dl,1073,sec
Alcorn State Braves,dl,1073,swac
Alabama Crimson Tide,dl,1073,sec
Alabama A&M Bulldogs,dl,1073,swac
Wyoming Cowboys,db,1073,mountain-west
Western Kentucky Hilltoppers,db,1073,sun-belt
UAB Blazers,db,1073,conference-usa
UAB Blazers,db,1073,conference-usa
UAB Blazers,db,1073,conference-usa
Troy Trojans,db,1073,sun-belt
Tennessee-Martin Skyhawks,db,1073,ohio-valley
Tennessee Tech Golden Eagles,db,1073,ohio-valley
Tennessee Tech Golden Eagles,db,1073,ohio-valley
Tennessee Tech Golden Eagles,db,1073,ohio-valley
Tennessee Tech Golden Eagles,db,1073,ohio-valley
Southern Miss Golden Eagles,db,1073,conference-usa
Southern Miss Golden Eagles,db,1073,conference-usa
South Alabama Jaguars,db,1073,sun-belt
Savannah State Tigers,db,1073,meac
Samford Bulldogs,db,1073,southern
Samford Bulldogs,db,1073,southern
Sacred Heart Pioneers,db,1073,northeast
Rice Owls,db,1073,conference-usa
Prairie View A&M Panthers,db,1073,swac
Oregon Ducks,db,1073,pac-12
Ole Miss Rebels,db,1073,sec
Nebraska Cornhuskers,db,1073,big-ten
Mississippi State Bulldogs,db,1073,sec
Louisiana-Monroe Warhawks,db,1073,sun-belt
Jacksonville State Gamecocks,db,1073,ohio-valley
Duquesne Dukes,db,1073,northeast
Citadel Bulldogs,db,1073,southern
Brown Bears,db,1073,ivy
Austin Peay Governors,db,1073,ohio-valley
Austin Peay Governors,db,1073,ohio-valley
Auburn Tigers,db,1073,sec
Arkansas State Red Wolves,db,1073,sun-belt
Arkansas State Red Wolves,db,1073,sun-belt
Alabama State Hornets,db,1073,swac
Alabama A&M Bulldogs,db,1073,swac
Louisiana Tech Bulldogs,lb,1075,conference-usa
UAB Blazers,wr,1077,conference-usa
Troy Trojans,te,1077,sun-belt
Troy Trojans,te,1077,sun-belt
Troy Trojans,ol,1077,sun-belt
Troy Trojans,ol,1077,sun-belt
Tennessee-Martin Skyhawks,lb,1077,ohio-valley
Ole Miss Rebels,lb,1077,sec
Murray State Racers,lb,1077,ohio-valley
Mississippi State Bulldogs,lb,1077,sec
Auburn Tigers,k-p,1077,sec
UAB Blazers,db,1077,conference-usa
Troy Trojans,db,1077,sun-belt
Arkansas State Red Wolves,db,1077,sun-belt
Arkansas State Red Wolves,db,1077,sun-belt
South Alabama Jaguars,ol,1079,sun-belt
TCU Horned Frogs,wr,1081,big-12
Ole Miss Rebels,wr,1081,sec
Middle Tennessee Blue Raiders,wr,1081,conference-usa
Mercer Bears,wr,1081,pioneer
Samford Bulldogs,te,1081,southern
Auburn Tigers,rb,1081,sec
Auburn Tigers,qb,1081,sec
UAB Blazers,ol,1081,conference-usa
Southern Miss Golden Eagles,ol,1081,conference-usa
South Alabama Jaguars,ol,1081,sun-belt
North Carolina Tar Heels,ol,1081,acc
Troy Trojans,lb,1081,sun-belt
Georgia Southern Eagles,lb,1081,southern
Alabama Crimson Tide,lb,1081,sec
Western Kentucky Hilltoppers,dl,1081,sun-belt
Vanderbilt Commodores,dl,1081,sec
Murray State Racers,dl,1081,ohio-valley
